variable,scenario,region,heating_fuel,management,no_replacement,replacement
energy,BAU,UT,wood,0.043478261,0.739130435,0.217391304
energy,BAU,VA,electricity,0.1731014,0.711497667,0.115400933
energy,BAU,VA,distillate,0.098039216,0.429411765,0.47254902
energy,BAU,VA,natural gas,0.274543875,0.354184767,0.371271358
energy,BAU,VA,other fuel,0,0.6,0.4
energy,BAU,VA,propane,0.223039216,0.43872549,0.338235294
energy,BAU,VA,wood,0.069892473,0.5,0.430107527
energy,BAU,VT,electricity,0,0.666666667,0.333333333
energy,BAU,VT,distillate,0.143769968,0.188498403,0.667731629
energy,BAU,VT,natural gas,0.196428571,0.151785714,0.651785714
energy,BAU,VT,other fuel,0.111111111,0.222222222,0.666666667
energy,BAU,VT,propane,0.166666667,0.196969697,0.636363636
energy,BAU,VT,wood,0.209302326,0.310077519,0.480620155
energy,BAU,WA,electricity,0.122415219,0.816790736,0.060794045
energy,BAU,WA,distillate,0.183544304,0.424050633,0.392405063
energy,BAU,WA,natural gas,0.345480226,0.332768362,0.321751412
energy,BAU,WA,other fuel,0.095238095,0.666666667,0.238095238
energy,BAU,WA,propane,0.380597015,0.402985075,0.21641791
energy,BAU,WA,wood,0.159090909,0.610795455,0.230113636
energy,BAU,WI,electricity,0.132432432,0.502702703,0.364864865
energy,BAU,WI,distillate,0.057142857,0.185714286,0.757142857
energy,BAU,WI,natural gas,0.194948862,0.188895846,0.616155291
energy,BAU,WI,other fuel,0,0.8,0.2
energy,BAU,WI,propane,0.07360157,0.238469087,0.687929342
energy,BAU,WI,wood,0.103703704,0.240740741,0.655555556
energy,BAU,WV,electricity,0.118072289,0.756626506,0.125301205
energy,BAU,WV,distillate,0.088888889,0.4,0.511111111
energy,BAU,WV,natural gas,0.182389937,0.260557053,0.55705301
energy,BAU,WV,other fuel,0.1,0.6,0.3
energy,BAU,WV,propane,0.134831461,0.426966292,0.438202247
energy,BAU,WV,wood,0.061403509,0.570175439,0.368421053
energy,BAU,WY,electricity,0.132075472,0.613207547,0.254716981
energy,BAU,WY,distillate,0,0,1
energy,BAU,WY,natural gas,0.178414097,0.207048458,0.614537445
energy,BAU,WY,other fuel,0,0,1
energy,BAU,WY,propane,0.153846154,0.307692308,0.538461538
energy,BAU,WY,wood,0.076923077,0.423076923,0.5
energy,BAU w/ HPWH,AK,electricity,0.074074074,0.851851852,0.074074074
energy,BAU w/ HPWH,AK,distillate,0.1953125,0.6953125,0.109375
energy,BAU w/ HPWH,AK,natural gas,0.336021505,0.403225806,0.260752688
energy,BAU w/ HPWH,AK,other fuel,0,0,1
energy,BAU w/ HPWH,AK,propane,0.25,0.75,0
energy,BAU w/ HPWH,AK,wood,0.1875,0.729166667,0.083333333
energy,BAU w/ HPWH,AL,electricity,0.238577124,0.722784422,0.038638454
energy,BAU w/ HPWH,AL,distillate,0,1,0
energy,BAU w/ HPWH,AL,natural gas,0.231347289,0.409017713,0.359634997
energy,BAU w/ HPWH,AL,other fuel,0,0,1
energy,BAU w/ HPWH,AL,propane,0.209459459,0.391891892,0.398648649
energy,BAU w/ HPWH,AL,wood,0.333333333,0.266666667,0.4
energy,BAU w/ HPWH,AR,electricity,0.208894879,0.710242588,0.080862534
energy,BAU w/ HPWH,AR,distillate,0,0,1
energy,BAU w/ HPWH,AR,natural gas,0.236093943,0.342398022,0.421508035
energy,BAU w/ HPWH,AR,other fuel,0.5,0,0.5
energy,BAU w/ HPWH,AR,propane,0.217877095,0.335195531,0.446927374
energy,BAU w/ HPWH,AR,wood,0.257731959,0.443298969,0.298969072
energy,BAU w/ HPWH,AZ,electricity,0.212965245,0.750554597,0.036480158
energy,BAU w/ HPWH,AZ,distillate,0,0,1
energy,BAU w/ HPWH,AZ,natural gas,0.268958186,0.538979447,0.192062367
energy,BAU w/ HPWH,AZ,other fuel,0.166666667,0.6875,0.145833333
energy,BAU w/ HPWH,AZ,propane,0.262773723,0.467153285,0.270072993
energy,BAU w/ HPWH,AZ,wood,0.29787234,0.432624113,0.269503546
energy,BAU w/ HPWH,CA,electricity,0.330393067,0.599350046,0.070256886
energy,BAU w/ HPWH,CA,distillate,0.171428571,0.414285714,0.414285714
energy,BAU w/ HPWH,CA,natural gas,0.425682951,0.38109671,0.193220339
energy,BAU w/ HPWH,CA,other fuel,0.309433962,0.558490566,0.132075472
energy,BAU w/ HPWH,CA,propane,0.346815835,0.425989673,0.227194492
energy,BAU w/ HPWH,CA,wood,0.27820711,0.519319938,0.202472952
energy,BAU w/ HPWH,CO,electricity,0.142708333,0.714583333,0.142708333
energy,BAU w/ HPWH,CO,distillate,0,0,1
energy,BAU w/ HPWH,CO,natural gas,0.187741935,0.371397849,0.440860215
energy,BAU w/ HPWH,CO,other fuel,0.166666667,0.5,0.333333333
energy,BAU w/ HPWH,CO,propane,0.208053691,0.359060403,0.432885906
energy,BAU w/ HPWH,CO,wood,0.2,0.355555556,0.444444444
energy,BAU w/ HPWH,CT,electricity,0.136546185,0.779116466,0.084337349
energy,BAU w/ HPWH,CT,distillate,0.208523592,0.322171487,0.469304921
energy,BAU w/ HPWH,CT,natural gas,0.224846894,0.267716535,0.50743657
energy,BAU w/ HPWH,CT,other fuel,0.071428571,0.5,0.428571429
energy,BAU w/ HPWH,CT,propane,0.266304348,0.277173913,0.456521739
energy,BAU w/ HPWH,CT,wood,0.220930233,0.337209302,0.441860465
energy,BAU w/ HPWH,DC,electricity,0.101123596,0.797752809,0.101123596
energy,BAU w/ HPWH,DC,distillate,0,0.25,0.75
energy,BAU w/ HPWH,DC,natural gas,0.228915663,0.280120482,0.490963855
energy,BAU w/ HPWH,DC,other fuel,0,0,1
energy,BAU w/ HPWH,DC,propane,0,1,0
energy,BAU w/ HPWH,DC,wood,0,0,1
energy,BAU w/ HPWH,DE,electricity,0.169811321,0.773584906,0.056603774
energy,BAU w/ HPWH,DE,distillate,0.164179104,0.246268657,0.589552239
energy,BAU w/ HPWH,DE,natural gas,0.219047619,0.361904762,0.419047619
energy,BAU w/ HPWH,DE,other fuel,0.333333333,0.444444444,0.222222222
energy,BAU w/ HPWH,DE,propane,0.125,0.614583333,0.260416667
energy,BAU w/ HPWH,DE,wood,0.1,0.6,0.3
energy,BAU w/ HPWH,FL,electricity,0.161971449,0.816099441,0.02192911
energy,BAU w/ HPWH,FL,distillate,0.285714286,0.571428571,0.142857143
energy,BAU w/ HPWH,FL,natural gas,0.294384058,0.515398551,0.190217391
energy,BAU w/ HPWH,FL,other fuel,0.2,0.8,0
energy,BAU w/ HPWH,FL,propane,0.202020202,0.565656566,0.232323232
energy,BAU w/ HPWH,FL,wood,0,1,0
energy,BAU w/ HPWH,GA,electricity,0.22006974,0.733824099,0.04610616
energy,BAU w/ HPWH,GA,distillate,0,1,0
energy,BAU w/ HPWH,GA,natural gas,0.276725838,0.387179487,0.336094675
energy,BAU w/ HPWH,GA,other fuel,0,0,1
energy,BAU w/ HPWH,GA,propane,0.202586207,0.482758621,0.314655172
energy,BAU w/ HPWH,GA,wood,0.153846154,0.461538462,0.384615385
energy,BAU w/ HPWH,IA,electricity,0.170926518,0.531948882,0.297124601
energy,BAU w/ HPWH,IA,distillate,0,0,1
energy,BAU w/ HPWH,IA,natural gas,0.120543918,0.196986402,0.68246968
energy,BAU w/ HPWH,IA,other fuel,0,0.2,0.8
energy,BAU w/ HPWH,IA,propane,0.105939005,0.178170144,0.715890851
energy,BAU w/ HPWH,IA,wood,0.045454545,0.136363636,0.818181818
energy,BAU w/ HPWH,ID,electricity,0.106299213,0.791338583,0.102362205
energy,BAU w/ HPWH,ID,distillate,0.111111111,0.277777778,0.611111111
energy,BAU w/ HPWH,ID,natural gas,0.18989547,0.433797909,0.37630662
energy,BAU w/ HPWH,ID,other fuel,0,0.75,0.25
energy,BAU w/ HPWH,ID,propane,0.166666667,0.452380952,0.380952381
energy,BAU w/ HPWH,ID,wood,0.272058824,0.470588235,0.257352941
energy,BAU w/ HPWH,IL,electricity,0.178307313,0.608052588,0.213640099
energy,BAU w/ HPWH,IL,distillate,0,0,1
energy,BAU w/ HPWH,IL,natural gas,0.205903463,0.170464741,0.623631796
energy,BAU w/ HPWH,IL,other fuel,0,0,1
energy,BAU w/ HPWH,IL,propane,0.174382716,0.216049383,0.609567901
energy,BAU w/ HPWH,IL,wood,0.166666667,0.055555556,0.777777778
energy,BAU w/ HPWH,IN,electricity,0.185308848,0.637173066,0.177518086
energy,BAU w/ HPWH,IN,distillate,0.153846154,0.269230769,0.576923077
energy,BAU w/ HPWH,IN,natural gas,0.20532944,0.235809454,0.558861106
energy,BAU w/ HPWH,IN,other fuel,0.090909091,0.454545455,0.454545455
energy,BAU w/ HPWH,IN,propane,0.171826625,0.256965944,0.57120743
energy,BAU w/ HPWH,IN,wood,0.232758621,0.24137931,0.525862069
energy,BAU w/ HPWH,KS,electricity,0.149484536,0.634020619,0.216494845
energy,BAU w/ HPWH,KS,distillate,0,0,1
energy,BAU w/ HPWH,KS,natural gas,0.169922595,0.283450055,0.54662735
energy,BAU w/ HPWH,KS,other fuel,0,0.5,0.5
energy,BAU w/ HPWH,KS,propane,0.160305344,0.305343511,0.534351145
energy,BAU w/ HPWH,KS,wood,0.095238095,0.095238095,0.80952381
energy,BAU w/ HPWH,KY,electricity,0.175767918,0.73165529,0.092576792
energy,BAU w/ HPWH,KY,distillate,0.214285714,0.214285714,0.571428571
energy,BAU w/ HPWH,KY,natural gas,0.179543459,0.315188762,0.505267779
energy,BAU w/ HPWH,KY,other fuel,0,0,1
energy,BAU w/ HPWH,KY,propane,0.180272109,0.346938776,0.472789116
energy,BAU w/ HPWH,KY,wood,0.213114754,0.409836066,0.37704918
energy,BAU w/ HPWH,LA,electricity,0.216791045,0.723880597,0.059328358
energy,BAU w/ HPWH,LA,distillate,0,0,1
energy,BAU w/ HPWH,LA,natural gas,0.336270872,0.340909091,0.322820037
energy,BAU w/ HPWH,LA,other fuel,0,1,0
energy,BAU w/ HPWH,LA,propane,0.285714286,0.464285714,0.25
energy,BAU w/ HPWH,LA,wood,0.5,0.25,0.25
energy,BAU w/ HPWH,MA,electricity,0.111111111,0.723809524,0.165079365
energy,BAU w/ HPWH,MA,distillate,0.164359089,0.309513176,0.526127736
energy,BAU w/ HPWH,MA,natural gas,0.234465086,0.222934017,0.542600897
energy,BAU w/ HPWH,MA,other fuel,0.289473684,0.368421053,0.342105263
energy,BAU w/ HPWH,MA,propane,0.223744292,0.305936073,0.470319635
energy,BAU w/ HPWH,MA,wood,0.25,0.26,0.49
energy,BAU w/ HPWH,MD,electricity,0.1796875,0.750411184,0.069901316
energy,BAU w/ HPWH,MD,distillate,0.170798898,0.320936639,0.508264463
energy,BAU w/ HPWH,MD,natural gas,0.232010326,0.329783801,0.438205873
energy,BAU w/ HPWH,MD,other fuel,0.230769231,0.423076923,0.346153846
energy,BAU w/ HPWH,MD,propane,0.234513274,0.39380531,0.371681416
energy,BAU w/ HPWH,MD,wood,0.166666667,0.388888889,0.444444444
energy,BAU w/ HPWH,ME,electricity,0.136363636,0.659090909,0.204545455
energy,BAU w/ HPWH,ME,distillate,0.164410058,0.328820116,0.506769826
energy,BAU w/ HPWH,ME,natural gas,0.196428571,0.267857143,0.535714286
energy,BAU w/ HPWH,ME,other fuel,0.185185185,0.333333333,0.481481481
energy,BAU w/ HPWH,ME,propane,0.196721311,0.327868852,0.475409836
energy,BAU w/ HPWH,ME,wood,0.203703704,0.333333333,0.462962963
energy,BAU w/ HPWH,MI,electricity,0.173669468,0.62745098,0.198879552
energy,BAU w/ HPWH,MI,distillate,0.163793103,0.198275862,0.637931034
energy,BAU w/ HPWH,MI,natural gas,0.225377644,0.209466264,0.565156093
energy,BAU w/ HPWH,MI,other fuel,0.258064516,0.290322581,0.451612903
energy,BAU w/ HPWH,MI,propane,0.21886121,0.269572954,0.511565836
energy,BAU w/ HPWH,MI,wood,0.183783784,0.240540541,0.575675676
energy,BAU w/ HPWH,MN,electricity,0.134863702,0.50071736,0.364418938
energy,BAU w/ HPWH,MN,distillate,0.053763441,0.043010753,0.903225806
energy,BAU w/ HPWH,MN,natural gas,0.1278826,0.16687631,0.70524109
energy,BAU w/ HPWH,MN,other fuel,0.166666667,0.166666667,0.666666667
energy,BAU w/ HPWH,MN,propane,0.098574822,0.148456057,0.752969121
energy,BAU w/ HPWH,MN,wood,0.152380952,0.152380952,0.695238095
energy,BAU w/ HPWH,MO,electricity,0.161275199,0.668073136,0.170651664
energy,BAU w/ HPWH,MO,distillate,0,0.333333333,0.666666667
energy,BAU w/ HPWH,MO,natural gas,0.180312573,0.261954747,0.55773268
energy,BAU w/ HPWH,MO,other fuel,0.333333333,0.333333333,0.333333333
energy,BAU w/ HPWH,MO,propane,0.19887165,0.287729196,0.513399154
energy,BAU w/ HPWH,MO,wood,0.192893401,0.345177665,0.461928934
energy,BAU w/ HPWH,MS,electricity,0.229813665,0.71863354,0.051552795
energy,BAU w/ HPWH,MS,distillate,0,0,1
energy,BAU w/ HPWH,MS,natural gas,0.233660131,0.399509804,0.366830065
energy,BAU w/ HPWH,MS,other fuel,0,0,1
energy,BAU w/ HPWH,MS,propane,0.211594203,0.446376812,0.342028986
energy,BAU w/ HPWH,MS,wood,0.444444444,0.222222222,0.333333333
energy,BAU w/ HPWH,MT,electricity,0.171568627,0.602941176,0.225490196
energy,BAU w/ HPWH,MT,distillate,0.2,0.2,0.6
energy,BAU w/ HPWH,MT,natural gas,0.120204604,0.240409207,0.639386189
energy,BAU w/ HPWH,MT,other fuel,0,0,1
energy,BAU w/ HPWH,MT,propane,0.136363636,0.279220779,0.584415584
energy,BAU w/ HPWH,MT,wood,0.136842105,0.442105263,0.421052632
energy,BAU w/ HPWH,NC,electricity,0.209416381,0.751675658,0.038907961
energy,BAU w/ HPWH,NC,distillate,0.201086957,0.385869565,0.413043478
energy,BAU w/ HPWH,NC,natural gas,0.229403202,0.456477438,0.31411936
energy,BAU w/ HPWH,NC,other fuel,0,0.5,0.5
energy,BAU w/ HPWH,NC,propane,0.22257721,0.419595314,0.357827476
energy,BAU w/ HPWH,NC,wood,0.205298013,0.450331126,0.344370861
energy,BAU w/ HPWH,ND,electricity,0.120535714,0.53125,0.348214286
energy,BAU w/ HPWH,ND,distillate,0.0625,0.0625,0.875
energy,BAU w/ HPWH,ND,natural gas,0.092198582,0.200945626,0.706855792
energy,BAU w/ HPWH,ND,other fuel,0,0,1
energy,BAU w/ HPWH,ND,propane,0.044117647,0.080882353,0.875
energy,BAU w/ HPWH,ND,wood,0,0,1
energy,BAU w/ HPWH,NE,electricity,0.13592233,0.577669903,0.286407767
energy,BAU w/ HPWH,NE,distillate,0,0,1
energy,BAU w/ HPWH,NE,natural gas,0.109974425,0.229539642,0.660485934
energy,BAU w/ HPWH,NE,other fuel,0,0,1
energy,BAU w/ HPWH,NE,propane,0.109677419,0.161290323,0.729032258
energy,BAU w/ HPWH,NE,wood,0.125,0.25,0.625
energy,BAU w/ HPWH,NH,electricity,0.111111111,0.75,0.138888889
energy,BAU w/ HPWH,NH,distillate,0.130154639,0.318298969,0.551546392
energy,BAU w/ HPWH,NH,natural gas,0.224669604,0.27753304,0.497797357
energy,BAU w/ HPWH,NH,other fuel,0.130434783,0.391304348,0.47826087
energy,BAU w/ HPWH,NH,propane,0.221804511,0.345864662,0.432330827
energy,BAU w/ HPWH,NH,wood,0.18699187,0.325203252,0.487804878
energy,BAU w/ HPWH,NJ,electricity,0.16,0.753043478,0.086956522
energy,BAU w/ HPWH,NJ,distillate,0.18151071,0.26832018,0.550169109
energy,BAU w/ HPWH,NJ,natural gas,0.282569899,0.197501487,0.519928614
energy,BAU w/ HPWH,NJ,other fuel,0.3125,0.3125,0.375
energy,BAU w/ HPWH,NJ,propane,0.229508197,0.31147541,0.459016393
energy,BAU w/ HPWH,NJ,wood,0.151515152,0.303030303,0.545454545
energy,BAU w/ HPWH,NM,electricity,0.198813056,0.729970326,0.071216617
energy,BAU w/ HPWH,NM,distillate,0,0,1
energy,BAU w/ HPWH,NM,natural gas,0.262678804,0.379713914,0.357607282
energy,BAU w/ HPWH,NM,other fuel,0.285714286,0.5,0.214285714
energy,BAU w/ HPWH,NM,propane,0.232758621,0.517241379,0.25
energy,BAU w/ HPWH,NM,wood,0.284615385,0.369230769,0.346153846
energy,BAU w/ HPWH,NV,electricity,0.230978261,0.720108696,0.048913043
energy,BAU w/ HPWH,NV,distillate,0.133333333,0.266666667,0.6
energy,BAU w/ HPWH,NV,natural gas,0.38238189,0.379429134,0.238188976
energy,BAU w/ HPWH,NV,other fuel,0.428571429,0.428571429,0.142857143
energy,BAU w/ HPWH,NV,propane,0.275362319,0.507246377,0.217391304
energy,BAU w/ HPWH,NV,wood,0.35483871,0.419354839,0.225806452
energy,BAU w/ HPWH,NY,electricity,0.168918919,0.667567568,0.163513514
energy,BAU w/ HPWH,NY,distillate,0.187259259,0.248592593,0.564148148
energy,BAU w/ HPWH,NY,natural gas,0.230234981,0.187868966,0.581896053
energy,BAU w/ HPWH,NY,other fuel,0.094594595,0.189189189,0.716216216
energy,BAU w/ HPWH,NY,propane,0.199697428,0.28290469,0.517397882
energy,BAU w/ HPWH,NY,wood,0.167095116,0.257069409,0.575835476
energy,BAU w/ HPWH,OH,electricity,0.15675446,0.706881903,0.136363636
energy,BAU w/ HPWH,OH,distillate,0.141141141,0.21021021,0.648648649
energy,BAU w/ HPWH,OH,natural gas,0.204676121,0.279129935,0.516193944
energy,BAU w/ HPWH,OH,other fuel,0.170731707,0.243902439,0.585365854
energy,BAU w/ HPWH,OH,propane,0.158476658,0.314496314,0.527027027
energy,BAU w/ HPWH,OH,wood,0.242009132,0.260273973,0.497716895
energy,BAU w/ HPWH,OK,electricity,0.233671988,0.650217707,0.116110305
energy,BAU w/ HPWH,OK,distillate,0,0,1
energy,BAU w/ HPWH,OK,natural gas,0.212854181,0.276779544,0.510366275
energy,BAU w/ HPWH,OK,other fuel,0.6,0.2,0.2
energy,BAU w/ HPWH,OK,propane,0.249042146,0.32183908,0.429118774
energy,BAU w/ HPWH,OK,wood,0.138888889,0.333333333,0.527777778
energy,BAU w/ HPWH,OR,electricity,0.223295112,0.736270368,0.04043452
energy,BAU w/ HPWH,OR,distillate,0.258823529,0.411764706,0.329411765
energy,BAU w/ HPWH,OR,natural gas,0.286299499,0.414201183,0.299499317
energy,BAU w/ HPWH,OR,other fuel,0.125,0.6875,0.1875
energy,BAU w/ HPWH,OR,propane,0.363636364,0.327272727,0.309090909
energy,BAU w/ HPWH,OR,wood,0.282738095,0.532738095,0.18452381
energy,BAU w/ HPWH,PA,electricity,0.167280766,0.755342668,0.077376566
energy,BAU w/ HPWH,PA,distillate,0.170481722,0.300649129,0.528869149
energy,BAU w/ HPWH,PA,natural gas,0.256463768,0.244985507,0.498550725
energy,BAU w/ HPWH,PA,other fuel,0.221343874,0.347826087,0.43083004
energy,BAU w/ HPWH,PA,propane,0.230392157,0.37745098,0.392156863
energy,BAU w/ HPWH,PA,wood,0.242647059,0.303921569,0.453431373
energy,BAU w/ HPWH,RI,electricity,0.102564103,0.820512821,0.076923077
energy,BAU w/ HPWH,RI,distillate,0.212410501,0.343675418,0.443914081
energy,BAU w/ HPWH,RI,natural gas,0.233050847,0.26059322,0.506355932
energy,BAU w/ HPWH,RI,other fuel,0.5,0.25,0.25
energy,BAU w/ HPWH,RI,propane,0.205882353,0.294117647,0.5
energy,BAU w/ HPWH,RI,wood,0.208333333,0.291666667,0.5
energy,BAU w/ HPWH,SC,electricity,0.239893774,0.730008852,0.030097374
energy,BAU w/ HPWH,SC,distillate,0.3,0.45,0.25
energy,BAU w/ HPWH,SC,natural gas,0.204574333,0.451715375,0.343710292
energy,BAU w/ HPWH,SC,other fuel,0,0,1
energy,BAU w/ HPWH,SC,propane,0.224880383,0.401913876,0.373205742
energy,BAU w/ HPWH,SC,wood,0.238095238,0.380952381,0.380952381
energy,BAU w/ HPWH,SD,electricity,0.126530612,0.587755102,0.285714286
energy,BAU w/ HPWH,SD,distillate,0,0.25,0.75
energy,BAU w/ HPWH,SD,natural gas,0.124100719,0.235611511,0.64028777
energy,BAU w/ HPWH,SD,other fuel,0,0,1
energy,BAU w/ HPWH,SD,propane,0.052631579,0.204678363,0.742690058
energy,BAU w/ HPWH,SD,wood,0,0.166666667,0.833333333
energy,BAU w/ HPWH,TN,electricity,0.179530607,0.764577789,0.055891604
energy,BAU w/ HPWH,TN,distillate,0,0.444444444,0.555555556
energy,BAU w/ HPWH,TN,natural gas,0.19921875,0.417317708,0.383463542
energy,BAU w/ HPWH,TN,other fuel,0,0,1
energy,BAU w/ HPWH,TN,propane,0.17218543,0.430463576,0.397350993
energy,BAU w/ HPWH,TN,wood,0.21875,0.546875,0.234375
energy,BAU w/ HPWH,TX,electricity,0.200591985,0.742941712,0.056466302
energy,BAU w/ HPWH,TX,distillate,0,0,1
energy,BAU w/ HPWH,TX,natural gas,0.303336295,0.364972938,0.331690767
energy,BAU w/ HPWH,TX,other fuel,0.333333333,0.5,0.166666667
energy,BAU w/ HPWH,TX,propane,0.256115108,0.454676259,0.289208633
energy,BAU w/ HPWH,TX,wood,0.545454545,0.363636364,0.090909091
energy,BAU w/ HPWH,UT,electricity,0.119133574,0.78700361,0.093862816
energy,BAU w/ HPWH,UT,distillate,0,0,1
energy,BAU w/ HPWH,UT,natural gas,0.21955065,0.437524635,0.342924714
energy,BAU w/ HPWH,UT,other fuel,0,0.5,0.5
energy,BAU w/ HPWH,UT,propane,0.19047619,0.523809524,0.285714286
energy,BAU w/ HPWH,UT,wood,0.260869565,0.52173913,0.217391304
energy,BAU w/ HPWH,VA,electricity,0.181837381,0.7531151,0.065047518
energy,BAU w/ HPWH,VA,distillate,0.203921569,0.317647059,0.478431373
energy,BAU w/ HPWH,VA,natural gas,0.238633073,0.399652476,0.361714451
energy,BAU w/ HPWH,VA,other fuel,0.4,0.2,0.4
energy,BAU w/ HPWH,VA,propane,0.210784314,0.450980392,0.338235294
energy,BAU w/ HPWH,VA,wood,0.134408602,0.424731183,0.440860215
energy,BAU w/ HPWH,VT,electricity,0,0.777777778,0.222222222
energy,BAU w/ HPWH,VT,distillate,0.118210863,0.217252396,0.664536741
energy,BAU w/ HPWH,VT,natural gas,0.160714286,0.196428571,0.642857143
energy,BAU w/ HPWH,VT,other fuel,0.222222222,0.111111111,0.666666667
energy,BAU w/ HPWH,VT,propane,0.166666667,0.227272727,0.606060606
energy,BAU w/ HPWH,VT,wood,0.170542636,0.348837209,0.480620155
energy,BAU w/ HPWH,WA,electricity,0.156475384,0.797115083,0.046409533
energy,BAU w/ HPWH,WA,distillate,0.240506329,0.373417722,0.386075949
energy,BAU w/ HPWH,WA,natural gas,0.290677966,0.400847458,0.308474576
energy,BAU w/ HPWH,WA,other fuel,0.095238095,0.666666667,0.238095238
energy,BAU w/ HPWH,WA,propane,0.380597015,0.421641791,0.197761194
energy,BAU w/ HPWH,WA,wood,0.292613636,0.460227273,0.247159091
energy,BAU w/ HPWH,WI,electricity,0.153061224,0.563265306,0.283673469
energy,BAU w/ HPWH,WI,distillate,0.078571429,0.164285714,0.757142857
energy,BAU w/ HPWH,WI,natural gas,0.171780422,0.219578376,0.608641202
energy,BAU w/ HPWH,WI,other fuel,0,0.8,0.2
energy,BAU w/ HPWH,WI,propane,0.114818449,0.196270854,0.688910697
energy,BAU w/ HPWH,WI,wood,0.148148148,0.203703704,0.648148148
energy,BAU w/ HPWH,WV,electricity,0.16646849,0.763376932,0.070154578
energy,BAU w/ HPWH,WV,distillate,0.133333333,0.355555556,0.511111111
energy,BAU w/ HPWH,WV,natural gas,0.185085355,0.25965858,0.555256065
energy,BAU w/ HPWH,WV,other fuel,0.2,0.5,0.3
energy,BAU w/ HPWH,WV,propane,0.168539326,0.393258427,0.438202247
energy,BAU w/ HPWH,WV,wood,0.149122807,0.464912281,0.385964912
energy,BAU w/ HPWH,WY,electricity,0.12195122,0.666666667,0.211382114
energy,BAU w/ HPWH,WY,distillate,0,0,1
energy,BAU w/ HPWH,WY,natural gas,0.145374449,0.253303965,0.601321586
energy,BAU w/ HPWH,WY,other fuel,0,0,1
energy,BAU w/ HPWH,WY,propane,0.153846154,0.307692308,0.538461538
energy,BAU w/ HPWH,WY,wood,0.115384615,0.384615385,0.5
