variable,scenario,region,heating_fuel,management,no_replacement,replacement
stock,BAU w/ HPWH,MN,natural gas,0.1278826,0.16687631,0.70524109
stock,BAU w/ HPWH,MN,other fuel,0.166666667,0.166666667,0.666666667
stock,BAU w/ HPWH,MN,propane,0.098574822,0.148456057,0.752969121
stock,BAU w/ HPWH,MN,wood,0.152380952,0.152380952,0.695238095
stock,BAU w/ HPWH,MO,electricity,0.161275199,0.668073136,0.170651664
stock,BAU w/ HPWH,MO,distillate,0,0.333333333,0.666666667
stock,BAU w/ HPWH,MO,natural gas,0.180312573,0.261954747,0.55773268
stock,BAU w/ HPWH,MO,other fuel,0.333333333,0.333333333,0.333333333
stock,BAU w/ HPWH,MO,propane,0.19887165,0.287729196,0.513399154
stock,BAU w/ HPWH,MO,wood,0.192893401,0.345177665,0.461928934
stock,BAU w/ HPWH,MS,electricity,0.229813665,0.71863354,0.051552795
stock,BAU w/ HPWH,MS,distillate,0,0,1
stock,BAU w/ HPWH,MS,natural gas,0.233660131,0.399509804,0.366830065
stock,BAU w/ HPWH,MS,other fuel,0,0,1
stock,BAU w/ HPWH,MS,propane,0.211594203,0.446376812,0.342028986
stock,BAU w/ HPWH,MS,wood,0.444444444,0.222222222,0.333333333
stock,BAU w/ HPWH,MT,electricity,0.171568627,0.602941176,0.225490196
stock,BAU w/ HPWH,MT,distillate,0.2,0.2,0.6
stock,BAU w/ HPWH,MT,natural gas,0.120204604,0.240409207,0.639386189
stock,BAU w/ HPWH,MT,other fuel,0,0,1
stock,BAU w/ HPWH,MT,propane,0.136363636,0.279220779,0.584415584
stock,BAU w/ HPWH,MT,wood,0.136842105,0.442105263,0.421052632
stock,BAU w/ HPWH,NC,electricity,0.209416381,0.751675658,0.038907961
stock,BAU w/ HPWH,NC,distillate,0.201086957,0.385869565,0.413043478
stock,BAU w/ HPWH,NC,natural gas,0.229403202,0.456477438,0.31411936
stock,BAU w/ HPWH,NC,other fuel,0,0.5,0.5
stock,BAU w/ HPWH,NC,propane,0.22257721,0.419595314,0.357827476
stock,BAU w/ HPWH,NC,wood,0.205298013,0.450331126,0.344370861
stock,BAU w/ HPWH,ND,electricity,0.120535714,0.53125,0.348214286
stock,BAU w/ HPWH,ND,distillate,0.0625,0.0625,0.875
stock,BAU w/ HPWH,ND,natural gas,0.092198582,0.200945626,0.706855792
stock,BAU w/ HPWH,ND,other fuel,0,0,1
stock,BAU w/ HPWH,ND,propane,0.044117647,0.080882353,0.875
stock,BAU w/ HPWH,ND,wood,0,0,1
stock,BAU w/ HPWH,NE,electricity,0.13592233,0.577669903,0.286407767
stock,BAU w/ HPWH,NE,distillate,0,0,1
stock,BAU w/ HPWH,NE,natural gas,0.109974425,0.229539642,0.660485934
stock,BAU w/ HPWH,NE,other fuel,0,0,1
stock,BAU w/ HPWH,NE,propane,0.109677419,0.161290323,0.729032258
stock,BAU w/ HPWH,NE,wood,0.125,0.25,0.625
stock,BAU w/ HPWH,NH,electricity,0.111111111,0.75,0.138888889
stock,BAU w/ HPWH,NH,distillate,0.130154639,0.318298969,0.551546392
stock,BAU w/ HPWH,NH,natural gas,0.224669604,0.27753304,0.497797357
stock,BAU w/ HPWH,NH,other fuel,0.130434783,0.391304348,0.47826087
stock,BAU w/ HPWH,NH,propane,0.221804511,0.345864662,0.432330827
stock,BAU w/ HPWH,NH,wood,0.18699187,0.325203252,0.487804878
stock,BAU w/ HPWH,NJ,electricity,0.16,0.753043478,0.086956522
stock,BAU w/ HPWH,NJ,distillate,0.18151071,0.26832018,0.550169109
stock,BAU w/ HPWH,NJ,natural gas,0.282569899,0.197501487,0.519928614
stock,BAU w/ HPWH,NJ,other fuel,0.3125,0.3125,0.375
stock,BAU w/ HPWH,NJ,propane,0.229508197,0.31147541,0.459016393
stock,BAU w/ HPWH,NJ,wood,0.151515152,0.303030303,0.545454545
stock,BAU w/ HPWH,NM,electricity,0.198813056,0.729970326,0.071216617
stock,BAU w/ HPWH,NM,distillate,0,0,1
stock,BAU w/ HPWH,NM,natural gas,0.262678804,0.379713914,0.357607282
stock,BAU w/ HPWH,NM,other fuel,0.285714286,0.5,0.214285714
stock,BAU w/ HPWH,NM,propane,0.232758621,0.517241379,0.25
stock,BAU w/ HPWH,NM,wood,0.284615385,0.369230769,0.346153846
stock,BAU w/ HPWH,NV,electricity,0.230978261,0.720108696,0.048913043
stock,BAU w/ HPWH,NV,distillate,0.133333333,0.266666667,0.6
stock,BAU w/ HPWH,NV,natural gas,0.38238189,0.379429134,0.238188976
stock,BAU w/ HPWH,NV,other fuel,0.428571429,0.428571429,0.142857143
stock,BAU w/ HPWH,NV,propane,0.275362319,0.507246377,0.217391304
stock,BAU w/ HPWH,NV,wood,0.35483871,0.419354839,0.225806452
stock,BAU w/ HPWH,NY,electricity,0.168918919,0.667567568,0.163513514
stock,BAU w/ HPWH,NY,distillate,0.187259259,0.248592593,0.564148148
stock,BAU w/ HPWH,NY,natural gas,0.230234981,0.187868966,0.581896053
stock,BAU w/ HPWH,NY,other fuel,0.094594595,0.189189189,0.716216216
stock,BAU w/ HPWH,NY,propane,0.199697428,0.28290469,0.517397882
stock,BAU w/ HPWH,NY,wood,0.167095116,0.257069409,0.575835476
stock,BAU w/ HPWH,OH,electricity,0.15675446,0.706881903,0.136363636
stock,BAU w/ HPWH,OH,distillate,0.141141141,0.21021021,0.648648649
stock,BAU w/ HPWH,OH,natural gas,0.204676121,0.279129935,0.516193944
stock,BAU w/ HPWH,OH,other fuel,0.170731707,0.243902439,0.585365854
stock,BAU w/ HPWH,OH,propane,0.158476658,0.314496314,0.527027027
stock,BAU w/ HPWH,OH,wood,0.242009132,0.260273973,0.497716895
stock,BAU w/ HPWH,OK,electricity,0.233671988,0.650217707,0.116110305
stock,BAU w/ HPWH,OK,distillate,0,0,1
stock,BAU w/ HPWH,OK,natural gas,0.212854181,0.276779544,0.510366275
stock,BAU w/ HPWH,OK,other fuel,0.6,0.2,0.2
stock,BAU w/ HPWH,OK,propane,0.249042146,0.32183908,0.429118774
stock,BAU w/ HPWH,OK,wood,0.138888889,0.333333333,0.527777778
stock,BAU w/ HPWH,OR,electricity,0.223295112,0.736270368,0.04043452
stock,BAU w/ HPWH,OR,distillate,0.258823529,0.411764706,0.329411765
stock,BAU w/ HPWH,OR,natural gas,0.286299499,0.414201183,0.299499317
stock,BAU w/ HPWH,OR,other fuel,0.125,0.6875,0.1875
stock,BAU w/ HPWH,OR,propane,0.363636364,0.327272727,0.309090909
stock,BAU w/ HPWH,OR,wood,0.282738095,0.532738095,0.18452381
stock,BAU w/ HPWH,PA,electricity,0.167280766,0.755342668,0.077376566
stock,BAU w/ HPWH,PA,distillate,0.170481722,0.300649129,0.528869149
stock,BAU w/ HPWH,PA,natural gas,0.256463768,0.244985507,0.498550725
stock,BAU w/ HPWH,PA,other fuel,0.221343874,0.347826087,0.43083004
stock,BAU w/ HPWH,PA,propane,0.230392157,0.37745098,0.392156863
stock,BAU w/ HPWH,PA,wood,0.242647059,0.303921569,0.453431373
stock,BAU w/ HPWH,RI,electricity,0.102564103,0.820512821,0.076923077
stock,BAU w/ HPWH,RI,distillate,0.212410501,0.343675418,0.443914081
stock,BAU w/ HPWH,RI,natural gas,0.233050847,0.26059322,0.506355932
stock,BAU w/ HPWH,RI,other fuel,0.5,0.25,0.25
stock,BAU w/ HPWH,RI,propane,0.205882353,0.294117647,0.5
stock,BAU w/ HPWH,RI,wood,0.208333333,0.291666667,0.5
stock,BAU w/ HPWH,SC,electricity,0.239893774,0.730008852,0.030097374
stock,BAU w/ HPWH,SC,distillate,0.3,0.45,0.25
stock,BAU w/ HPWH,SC,natural gas,0.204574333,0.451715375,0.343710292
stock,BAU w/ HPWH,SC,other fuel,0,0,1
stock,BAU w/ HPWH,SC,propane,0.224880383,0.401913876,0.373205742
stock,BAU w/ HPWH,SC,wood,0.238095238,0.380952381,0.380952381
stock,BAU w/ HPWH,SD,electricity,0.126530612,0.587755102,0.285714286
stock,BAU w/ HPWH,SD,distillate,0,0.25,0.75
stock,BAU w/ HPWH,SD,natural gas,0.124100719,0.235611511,0.64028777
stock,BAU w/ HPWH,SD,other fuel,0,0,1
stock,BAU w/ HPWH,SD,propane,0.052631579,0.204678363,0.742690058
stock,BAU w/ HPWH,SD,wood,0,0.166666667,0.833333333
stock,BAU w/ HPWH,TN,electricity,0.179530607,0.764577789,0.055891604
stock,BAU w/ HPWH,TN,distillate,0,0.444444444,0.555555556
stock,BAU w/ HPWH,TN,natural gas,0.19921875,0.417317708,0.383463542
stock,BAU w/ HPWH,TN,other fuel,0,0,1
stock,BAU w/ HPWH,TN,propane,0.17218543,0.430463576,0.397350993
stock,BAU w/ HPWH,TN,wood,0.21875,0.546875,0.234375
stock,BAU w/ HPWH,TX,electricity,0.200591985,0.742941712,0.056466302
stock,BAU w/ HPWH,TX,distillate,0,0,1
stock,BAU w/ HPWH,TX,natural gas,0.303336295,0.364972938,0.331690767
stock,BAU w/ HPWH,TX,other fuel,0.333333333,0.5,0.166666667
stock,BAU w/ HPWH,TX,propane,0.256115108,0.454676259,0.289208633
stock,BAU w/ HPWH,TX,wood,0.545454545,0.363636364,0.090909091
stock,BAU w/ HPWH,UT,electricity,0.119133574,0.78700361,0.093862816
stock,BAU w/ HPWH,UT,distillate,0,0,1
stock,BAU w/ HPWH,UT,natural gas,0.21955065,0.437524635,0.342924714
stock,BAU w/ HPWH,UT,other fuel,0,0.5,0.5
stock,BAU w/ HPWH,UT,propane,0.19047619,0.523809524,0.285714286
stock,BAU w/ HPWH,UT,wood,0.260869565,0.52173913,0.217391304
stock,BAU w/ HPWH,VA,electricity,0.181837381,0.7531151,0.065047518
stock,BAU w/ HPWH,VA,distillate,0.203921569,0.317647059,0.478431373
stock,BAU w/ HPWH,VA,natural gas,0.238633073,0.399652476,0.361714451
stock,BAU w/ HPWH,VA,other fuel,0.4,0.2,0.4
stock,BAU w/ HPWH,VA,propane,0.210784314,0.450980392,0.338235294
stock,BAU w/ HPWH,VA,wood,0.134408602,0.424731183,0.440860215
stock,BAU w/ HPWH,VT,electricity,0,0.777777778,0.222222222
stock,BAU w/ HPWH,VT,distillate,0.118210863,0.217252396,0.664536741
stock,BAU w/ HPWH,VT,natural gas,0.160714286,0.196428571,0.642857143
stock,BAU w/ HPWH,VT,other fuel,0.222222222,0.111111111,0.666666667
stock,BAU w/ HPWH,VT,propane,0.166666667,0.227272727,0.606060606
stock,BAU w/ HPWH,VT,wood,0.170542636,0.348837209,0.480620155
stock,BAU w/ HPWH,WA,electricity,0.156475384,0.797115083,0.046409533
stock,BAU w/ HPWH,WA,distillate,0.240506329,0.373417722,0.386075949
stock,BAU w/ HPWH,WA,natural gas,0.290677966,0.400847458,0.308474576
stock,BAU w/ HPWH,WA,other fuel,0.095238095,0.666666667,0.238095238
stock,BAU w/ HPWH,WA,propane,0.380597015,0.421641791,0.197761194
stock,BAU w/ HPWH,WA,wood,0.292613636,0.460227273,0.247159091
stock,BAU w/ HPWH,WI,electricity,0.153061224,0.563265306,0.283673469
stock,BAU w/ HPWH,WI,distillate,0.078571429,0.164285714,0.757142857
stock,BAU w/ HPWH,WI,natural gas,0.171780422,0.219578376,0.608641202
stock,BAU w/ HPWH,WI,other fuel,0,0.8,0.2
stock,BAU w/ HPWH,WI,propane,0.114818449,0.196270854,0.688910697
stock,BAU w/ HPWH,WI,wood,0.148148148,0.203703704,0.648148148
stock,BAU w/ HPWH,WV,electricity,0.16646849,0.763376932,0.070154578
stock,BAU w/ HPWH,WV,distillate,0.133333333,0.355555556,0.511111111
stock,BAU w/ HPWH,WV,natural gas,0.185085355,0.25965858,0.555256065
stock,BAU w/ HPWH,WV,other fuel,0.2,0.5,0.3
stock,BAU w/ HPWH,WV,propane,0.168539326,0.393258427,0.438202247
stock,BAU w/ HPWH,WV,wood,0.149122807,0.464912281,0.385964912
stock,BAU w/ HPWH,WY,electricity,0.12195122,0.666666667,0.211382114
stock,BAU w/ HPWH,WY,distillate,0,0,1
stock,BAU w/ HPWH,WY,natural gas,0.145374449,0.253303965,0.601321586
stock,BAU w/ HPWH,WY,other fuel,0,0,1
stock,BAU w/ HPWH,WY,propane,0.153846154,0.307692308,0.538461538
stock,BAU w/ HPWH,WY,wood,0.115384615,0.384615385,0.5
energy,BAU,AK,electricity,0.083333333,0.833333333,0.083333333
energy,BAU,AK,distillate,0.2578125,0.63671875,0.10546875
energy,BAU,AK,natural gas,0.413978495,0.298387097,0.287634409
energy,BAU,AK,other fuel,0,0,1
energy,BAU,AK,propane,0.5,0.5,0
energy,BAU,AK,wood,0.333333333,0.5625,0.104166667
energy,BAU,AL,electricity,0.209302326,0.721576227,0.069121447
energy,BAU,AL,distillate,0,1,0
energy,BAU,AL,natural gas,0.244766506,0.391841116,0.363392378
energy,BAU,AL,other fuel,0,0,1
energy,BAU,AL,propane,0.165540541,0.432432432,0.402027027
energy,BAU,AL,wood,0.266666667,0.333333333,0.4
energy,BAU,AR,electricity,0.154233871,0.726814516,0.118951613
energy,BAU,AR,distillate,0,0,1
energy,BAU,AR,natural gas,0.256489493,0.313349815,0.430160692
energy,BAU,AR,other fuel,0.5,0,0.5
energy,BAU,AR,propane,0.206703911,0.340782123,0.452513966
energy,BAU,AR,wood,0.216494845,0.484536082,0.298969072
energy,BAU,AZ,electricity,0.205658324,0.746463547,0.047878128
energy,BAU,AZ,distillate,0,0,1
energy,BAU,AZ,natural gas,0.317505315,0.47696669,0.205527994
energy,BAU,AZ,other fuel,0.125,0.708333333,0.166666667
energy,BAU,AZ,propane,0.291970803,0.437956204,0.270072993
energy,BAU,AZ,wood,0.290780142,0.460992908,0.24822695
energy,BAU,CA,electricity,0.375564152,0.537878788,0.08655706
energy,BAU,CA,distillate,0.2,0.4,0.4
energy,BAU,CA,natural gas,0.482951147,0.296271186,0.220777667
energy,BAU,CA,other fuel,0.21509434,0.664150943,0.120754717
energy,BAU,CA,propane,0.374354561,0.382960413,0.242685026
energy,BAU,CA,wood,0.353941267,0.4374034,0.208655332
energy,BAU,CO,electricity,0.124691358,0.70617284,0.169135802
energy,BAU,CO,distillate,0,0,1
energy,BAU,CO,natural gas,0.239569892,0.310752688,0.449677419
energy,BAU,CO,other fuel,0.083333333,0.583333333,0.333333333
energy,BAU,CO,propane,0.265100671,0.298657718,0.436241611
energy,BAU,CO,wood,0.144444444,0.422222222,0.433333333
energy,BAU,CT,electricity,0.082352941,0.794117647,0.123529412
energy,BAU,CT,distillate,0.207001522,0.32014206,0.472856418
energy,BAU,CT,natural gas,0.265091864,0.217847769,0.517060367
energy,BAU,CT,other fuel,0,0.571428571,0.428571429
energy,BAU,CT,propane,0.239130435,0.288043478,0.472826087
energy,BAU,CT,wood,0.244186047,0.313953488,0.441860465
energy,BAU,DC,electricity,0.094339623,0.735849057,0.169811321
energy,BAU,DC,distillate,0,0.25,0.75
energy,BAU,DC,natural gas,0.274096386,0.237951807,0.487951807
energy,BAU,DC,other fuel,0,0,1
energy,BAU,DC,propane,0,1,0
energy,BAU,DC,wood,0,0,1
energy,BAU,DE,electricity,0.157575758,0.727272727,0.115151515
energy,BAU,DE,distillate,0.082089552,0.335820896,0.582089552
energy,BAU,DE,natural gas,0.260952381,0.32,0.419047619
energy,BAU,DE,other fuel,0.111111111,0.555555556,0.333333333
energy,BAU,DE,propane,0.15625,0.59375,0.25
energy,BAU,DE,wood,0.1,0.6,0.3
energy,BAU,FL,electricity,0.120562981,0.849429052,0.030007967
energy,BAU,FL,distillate,0.142857143,0.714285714,0.142857143
energy,BAU,FL,natural gas,0.343297101,0.454710145,0.201992754
energy,BAU,FL,other fuel,0.2,0.8,0
energy,BAU,FL,propane,0.212121212,0.545454545,0.242424242
energy,BAU,FL,wood,0,1,0
energy,BAU,GA,electricity,0.20212766,0.724468085,0.073404255
energy,BAU,GA,distillate,0,1,0
energy,BAU,GA,natural gas,0.304142012,0.352268245,0.343589744
energy,BAU,GA,other fuel,0,0,1
energy,BAU,GA,propane,0.204741379,0.476293103,0.318965517
energy,BAU,GA,wood,0.038461538,0.576923077,0.384615385
energy,BAU,IA,electricity,0.160164271,0.457905544,0.381930185
energy,BAU,IA,distillate,0,0,1
energy,BAU,IA,natural gas,0.137816979,0.176773245,0.685409776
energy,BAU,IA,other fuel,0,0.2,0.8
energy,BAU,IA,propane,0.109149278,0.174959872,0.715890851
energy,BAU,IA,wood,0,0.181818182,0.818181818
energy,BAU,ID,electricity,0.086124402,0.799043062,0.114832536
energy,BAU,ID,distillate,0.166666667,0.222222222,0.611111111
energy,BAU,ID,natural gas,0.223867596,0.392857143,0.383275261
energy,BAU,ID,other fuel,0,0.75,0.25
energy,BAU,ID,propane,0.119047619,0.5,0.380952381
energy,BAU,ID,wood,0.161764706,0.580882353,0.257352941
energy,BAU,IL,electricity,0.178835979,0.546031746,0.275132275
energy,BAU,IL,distillate,0,0,1
energy,BAU,IL,natural gas,0.224295711,0.1432801,0.632424188
energy,BAU,IL,other fuel,0,0,1
energy,BAU,IL,propane,0.191358025,0.191358025,0.617283951
energy,BAU,IL,wood,0.111111111,0.111111111,0.777777778
energy,BAU,IN,electricity,0.181949458,0.592779783,0.225270758
energy,BAU,IN,distillate,0.038461538,0.384615385,0.576923077
energy,BAU,IN,natural gas,0.224493521,0.210804891,0.564701588
energy,BAU,IN,other fuel,0.090909091,0.454545455,0.454545455
energy,BAU,IN,propane,0.142414861,0.280185759,0.577399381
energy,BAU,IN,wood,0.198275862,0.275862069,0.525862069
energy,BAU,KS,electricity,0.167014614,0.572025052,0.260960334
energy,BAU,KS,distillate,0,0,1
energy,BAU,KS,natural gas,0.197198673,0.246959086,0.555842241
energy,BAU,KS,other fuel,0,0.5,0.5
energy,BAU,KS,propane,0.183206107,0.27480916,0.541984733
energy,BAU,KS,wood,0.047619048,0.142857143,0.80952381
energy,BAU,KY,electricity,0.138217523,0.704682779,0.157099698
energy,BAU,KY,distillate,0,0.428571429,0.571428571
energy,BAU,KY,natural gas,0.193151888,0.298507463,0.50834065
energy,BAU,KY,other fuel,0,0,1
energy,BAU,KY,propane,0.136054422,0.397959184,0.465986395
energy,BAU,KY,wood,0.180327869,0.442622951,0.37704918
energy,BAU,LA,electricity,0.171232877,0.752935421,0.075831703
energy,BAU,LA,distillate,0,0,1
energy,BAU,LA,natural gas,0.378014842,0.282931354,0.339053803
energy,BAU,LA,other fuel,0,1,0
energy,BAU,LA,propane,0.339285714,0.375,0.285714286
energy,BAU,LA,wood,0.5,0.25,0.25
energy,BAU,MA,electricity,0.136363636,0.644628099,0.219008264
energy,BAU,MA,distillate,0.178204556,0.293434569,0.528360875
energy,BAU,MA,natural gas,0.263933376,0.180653427,0.555413197
energy,BAU,MA,other fuel,0.157894737,0.526315789,0.315789474
energy,BAU,MA,propane,0.219178082,0.305936073,0.474885845
energy,BAU,MA,wood,0.23,0.25,0.52
energy,BAU,MD,electricity,0.173648134,0.702970297,0.123381569
energy,BAU,MD,distillate,0.101928375,0.393939394,0.504132231
energy,BAU,MD,natural gas,0.258470474,0.291384318,0.450145208
energy,BAU,MD,other fuel,0.076923077,0.576923077,0.346153846
energy,BAU,MD,propane,0.230088496,0.380530973,0.389380531
energy,BAU,MD,wood,0.088888889,0.466666667,0.444444444
energy,BAU,ME,electricity,0.1,0.675,0.225
energy,BAU,ME,distillate,0.195357834,0.294003868,0.510638298
energy,BAU,ME,natural gas,0.232142857,0.214285714,0.553571429
energy,BAU,ME,other fuel,0.037037037,0.481481481,0.481481481
energy,BAU,ME,propane,0.262295082,0.229508197,0.508196721
energy,BAU,ME,wood,0.212962963,0.314814815,0.472222222
energy,BAU,MI,electricity,0.166037736,0.577358491,0.256603774
energy,BAU,MI,distillate,0.103448276,0.267241379,0.629310345
energy,BAU,MI,natural gas,0.244008056,0.182880161,0.573111782
energy,BAU,MI,other fuel,0.161290323,0.387096774,0.451612903
energy,BAU,MI,propane,0.21975089,0.267793594,0.512455516
energy,BAU,MI,wood,0.145945946,0.278378378,0.575675676
energy,BAU,MN,electricity,0.127619048,0.396190476,0.476190476
energy,BAU,MN,distillate,0.010752688,0.075268817,0.913978495
energy,BAU,MN,natural gas,0.149895178,0.13836478,0.711740042
energy,BAU,MN,other fuel,0,0.333333333,0.666666667
energy,BAU,MN,propane,0.064133017,0.182897862,0.752969121
energy,BAU,MN,wood,0.114285714,0.19047619,0.695238095
energy,BAU,MO,electricity,0.12681388,0.642902208,0.230283912
energy,BAU,MO,distillate,0,0.333333333,0.666666667
energy,BAU,MO,natural gas,0.208070912,0.229531141,0.562397947
energy,BAU,MO,other fuel,0,0.666666667,0.333333333
energy,BAU,MO,propane,0.162200282,0.318758815,0.519040903
energy,BAU,MO,wood,0.157360406,0.385786802,0.456852792
energy,BAU,MS,electricity,0.199331849,0.703786192,0.09688196
energy,BAU,MS,distillate,0,0,1
energy,BAU,MS,natural gas,0.258986928,0.363562092,0.37745098
energy,BAU,MS,other fuel,0,0,1
energy,BAU,MS,propane,0.205797101,0.457971014,0.336231884
energy,BAU,MS,wood,0,0.666666667,0.333333333
energy,BAU,MT,electricity,0.118343195,0.603550296,0.278106509
energy,BAU,MT,distillate,0,0.4,0.6
energy,BAU,MT,natural gas,0.162404092,0.193094629,0.644501279
energy,BAU,MT,other fuel,0,0,1
energy,BAU,MT,propane,0.116883117,0.298701299,0.584415584
energy,BAU,MT,wood,0.073684211,0.505263158,0.421052632
energy,BAU,NC,electricity,0.202882483,0.718403548,0.078713969
energy,BAU,NC,distillate,0.092391304,0.510869565,0.39673913
energy,BAU,NC,natural gas,0.244250364,0.433187773,0.322561863
energy,BAU,NC,other fuel,0,0.5,0.5
energy,BAU,NC,propane,0.156549521,0.49201278,0.3514377
energy,BAU,NC,wood,0.079470199,0.589403974,0.331125828
energy,BAU,ND,electricity,0.108433735,0.421686747,0.469879518
energy,BAU,ND,distillate,0.0625,0.0625,0.875
energy,BAU,ND,natural gas,0.085106383,0.208037825,0.706855792
energy,BAU,ND,other fuel,0,0,1
energy,BAU,ND,propane,0.036764706,0.088235294,0.875
energy,BAU,ND,wood,0,0,1
energy,BAU,NE,electricity,0.121900826,0.510330579,0.367768595
energy,BAU,NE,distillate,0,0,1
energy,BAU,NE,natural gas,0.144501279,0.191815857,0.663682864
energy,BAU,NE,other fuel,0,0,1
energy,BAU,NE,propane,0.058064516,0.2,0.741935484
energy,BAU,NE,wood,0.25,0.125,0.625
energy,BAU,NH,electricity,0.071428571,0.75,0.178571429
energy,BAU,NH,distillate,0.134020619,0.318298969,0.547680412
energy,BAU,NH,natural gas,0.224669604,0.255506608,0.519823789
energy,BAU,NH,other fuel,0.043478261,0.47826087,0.47826087
energy,BAU,NH,propane,0.270676692,0.293233083,0.436090226
energy,BAU,NH,wood,0.195121951,0.308943089,0.495934959
energy,BAU,NJ,electricity,0.129770992,0.753180662,0.117048346
energy,BAU,NJ,distillate,0.192784667,0.258173619,0.549041714
energy,BAU,NJ,natural gas,0.312611541,0.153777513,0.533610946
energy,BAU,NJ,other fuel,0.1875,0.4375,0.375
energy,BAU,NJ,propane,0.270491803,0.270491803,0.459016393
energy,BAU,NJ,wood,0.060606061,0.393939394,0.545454545
energy,BAU,NM,electricity,0.224576271,0.673728814,0.101694915
energy,BAU,NM,distillate,0,0,1
energy,BAU,NM,natural gas,0.316644993,0.311443433,0.371911573
energy,BAU,NM,other fuel,0.142857143,0.642857143,0.214285714
energy,BAU,NM,propane,0.267241379,0.474137931,0.25862069
energy,BAU,NM,wood,0.238461538,0.4,0.361538462
energy,BAU,NV,electricity,0.20990099,0.722772277,0.067326733
energy,BAU,NV,distillate,0.066666667,0.333333333,0.6
energy,BAU,NV,natural gas,0.435531496,0.30265748,0.261811024
energy,BAU,NV,other fuel,0.428571429,0.428571429,0.142857143
energy,BAU,NV,propane,0.362318841,0.391304348,0.246376812
energy,BAU,NV,wood,0.322580645,0.451612903,0.225806452
energy,BAU,NY,electricity,0.2,0.577570093,0.222429907
energy,BAU,NY,distillate,0.190518519,0.244444444,0.565037037
energy,BAU,NY,natural gas,0.260099549,0.148165297,0.591735155
energy,BAU,NY,other fuel,0.040540541,0.243243243,0.716216216
energy,BAU,NY,propane,0.228441755,0.240544629,0.531013616
energy,BAU,NY,wood,0.12596401,0.290488432,0.583547558
energy,BAU,OH,electricity,0.116161616,0.678661616,0.205176768
energy,BAU,OH,distillate,0.087087087,0.27027027,0.642642643
energy,BAU,OH,natural gas,0.232943657,0.243388271,0.523668072
energy,BAU,OH,other fuel,0.073170732,0.341463415,0.585365854
energy,BAU,OH,propane,0.133906634,0.341523342,0.524570025
energy,BAU,OH,wood,0.178082192,0.324200913,0.497716895
energy,BAU,OK,electricity,0.180924287,0.665683382,0.15339233
energy,BAU,OK,distillate,0,0,1
energy,BAU,OK,natural gas,0.247408431,0.232550104,0.520041465
energy,BAU,OK,other fuel,0.6,0.2,0.2
energy,BAU,OK,propane,0.283524904,0.283524904,0.432950192
energy,BAU,OK,wood,0.083333333,0.444444444,0.472222222
energy,BAU,OR,electricity,0.160971906,0.792710706,0.046317388
energy,BAU,OR,distillate,0.247058824,0.435294118,0.317647059
energy,BAU,OR,natural gas,0.310878471,0.376422394,0.312699135
energy,BAU,OR,other fuel,0,0.8125,0.1875
energy,BAU,OR,propane,0.272727273,0.381818182,0.345454545
energy,BAU,OR,wood,0.19047619,0.62202381,0.1875
energy,BAU,PA,electricity,0.156599553,0.729865772,0.113534676
energy,BAU,PA,distillate,0.144858217,0.326955928,0.528185856
energy,BAU,PA,natural gas,0.283246377,0.208115942,0.508637681
energy,BAU,PA,other fuel,0.166007905,0.411067194,0.422924901
energy,BAU,PA,propane,0.189542484,0.406862745,0.403594771
energy,BAU,PA,wood,0.159313725,0.389705882,0.450980392
energy,BAU,RI,electricity,0.107142857,0.714285714,0.178571429
energy,BAU,RI,distillate,0.238663484,0.312649165,0.448687351
energy,BAU,RI,natural gas,0.26059322,0.226694915,0.512711864
energy,BAU,RI,other fuel,0,0.75,0.25
energy,BAU,RI,propane,0.205882353,0.294117647,0.5
energy,BAU,RI,wood,0.208333333,0.291666667,0.5
energy,BAU,SC,electricity,0.222730242,0.721097322,0.056172436
energy,BAU,SC,distillate,0.25,0.5,0.25
energy,BAU,SC,natural gas,0.207115629,0.437738247,0.355146125
energy,BAU,SC,other fuel,0,0,1
energy,BAU,SC,propane,0.162679426,0.459330144,0.377990431
energy,BAU,SC,wood,0.047619048,0.571428571,0.380952381
energy,BAU,SD,electricity,0.150837989,0.463687151,0.38547486
energy,BAU,SD,distillate,0.125,0.125,0.75
energy,BAU,SD,natural gas,0.149280576,0.212230216,0.638489209
energy,BAU,SD,other fuel,0,0,1
energy,BAU,SD,propane,0.076023392,0.192982456,0.730994152
energy,BAU,SD,wood,0,0.166666667,0.833333333
energy,BAU,TN,electricity,0.133440514,0.753483387,0.113076099
energy,BAU,TN,distillate,0,0.444444444,0.555555556
energy,BAU,TN,natural gas,0.213867188,0.397135417,0.388997396
energy,BAU,TN,other fuel,0,0,1
energy,BAU,TN,propane,0.089403974,0.513245033,0.397350993
energy,BAU,TN,wood,0.09375,0.65625,0.25
energy,BAU,TX,electricity,0.158478131,0.772019173,0.069502696
energy,BAU,TX,distillate,0,0,1
energy,BAU,TX,natural gas,0.337264723,0.317796268,0.34493901
energy,BAU,TX,other fuel,0,0.833333333,0.166666667
energy,BAU,TX,propane,0.310791367,0.388489209,0.300719424
energy,BAU,TX,wood,0.090909091,0.818181818,0.090909091
energy,BAU,UT,electricity,0.093617021,0.795744681,0.110638298
energy,BAU,UT,distillate,0,0,1
energy,BAU,UT,natural gas,0.292865589,0.355143871,0.35199054
energy,BAU,UT,other fuel,0,0.5,0.5
energy,BAU,UT,propane,0.214285714,0.5,0.285714286
