building_type,climate_zone,template,measure,status,ep_version,os_version,timestamp,cooling_electricity,cooling_water,district_chilled_water,district_hot_water_heating,district_hot_water_service_hot_water,exterior_equipment_electricity,exterior_equipment_gas,exterior_equipment_other_fuel,exterior_equipment_water,exterior_lighting_electricity,fan_electricity,floor_area,generated_electricity,heat_recovery_electricity,heat_rejection_electricity,heating_electricity,heating_gas,heating_other_fuel,heating_water,humidification_electricity,humidification_water,interior_equipment_electricity,interior_equipment_gas,interior_equipment_other_fuel,interior_equipment_water,interior_lighting_electricity,net_site_electricity,net_water,pump_electricity,refrigeration_electricity,service_water,service_water_heating_electricity,service_water_heating_gas,service_water_heating_other_fuel,total_gas,total_other_fuel,total_site_electricity,total_water
RetailStandalone,BA-HotHumid,90.1-2013,wireless_lighting_occupancy_sensors,completed normal,,,,217.53350728310946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47083815212854,295.4156400592547,24692.334072168145,0.0,15.468375403513337,0.0,0.0,96.21291588300483,0.0,0.0,0.0,0.0,187.30761931631778,0.0,0.0,0.0,298.4296985018511,1072.625678716175,4834.9310208390025,0.0,0.0,4834.9310208390025,0.0,55.598952277579194,0.0,151.81186816058403,0.0,1072.625678716175,4834.9310208390025
RetailStandalone,BA-HotHumid,90.1-2010,widen_thermostat_setpoint,completed normal,,,,211.29687063144783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47083815212854,299.2448212253205,24692.334072168145,0.0,12.179449996026127,0.0,0.0,71.43697635801473,0.0,0.0,0.0,0.0,187.30761931631778,0.0,0.0,0.0,391.43899251819687,1159.9385918394375,4834.9310208390025,0.0,0.0,4834.9310208390025,0.0,55.598952277579194,0.0,127.03592863559393,0.0,1159.9385918394375,4834.9310208390025
RetailStandalone,BA-HotHumid,90.1-2004,hot_water_coil_valve_leakage.anti_measure,completed normal,,,,388.2922396787567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.15061957528162,355.6304617127598,24692.334072168145,0.0,0.0,0.0,0.0,131.32954019061324,0.0,0.0,0.0,0.0,187.30761931631778,0.0,0.0,0.0,470.941892570078,1511.3228328531939,4834.9310208390025,0.0,0.0,4834.9310208390025,0.0,55.598952277579194,0.0,186.92849246819245,0.0,1511.3228328531939,4834.9310208390025
RetailStandalone,BA-HotHumid,90.1-2004,correct_refrigerant_undercharge.anti_measure,completed normal,,,,436.38448036345443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.15061957528162,355.6304617127598,24692.334072168145,0.0,0.0,0.0,0.0,131.32954019061324,0.0,0.0,0.0,0.0,187.30761931631778,0.0,0.0,0.0,470.941892570078,1559.4150735378917,4834.9310208390025,0.0,0.0,4834.9310208390025,0.0,55.598952277579194,0.0,186.92849246819245,0.0,1559.4150735378917,4834.9310208390025
RetailStandalone,BA-HotHumid,90.1-2004,optimal_start_stop,completed normal,,,,387.97946002905326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.15061957528162,353.583176732883,24692.334072168145,0.0,0.0,0.0,0.0,129.22538618351768,0.0,0.0,0.0,0.0,187.30761931631778,0.0,0.0,0.0,470.941892570078,1508.9627682236135,4834.9310208390025,0.0,0.0,4834.9310208390025,0.0,55.598952277579194,0.0,184.8243384610969,0.0,1508.9627682236135,4834.9310208390025
RetailStandalone,BA-HotHumid,90.1-2010,controllable_power_outlets,completed normal,,,,245.91115186529015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47083815212854,311.661225501425,24692.334072168145,0.0,13.155701629948844,0.0,0.0,102.5443342466978,0.0,0.0,0.0,0.0,139.00685886515112,0.0,0.0,0.0,391.43899251819687,1159.6447685321405,4834.9310208390025,0.0,0.0,4834.9310208390025,0.0,55.598952277579194,0.0,158.143286524277,0.0,1159.6447685321405,4834.9310208390025
RetailStandalone,BA-HotHumid,90.1-2013,desktops_to_laptops,completed normal,,,,224.64213568545932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47083815212854,296.2876318099429,24692.334072168145,0.0,15.515766259529006,0.0,0.0,92.84816510589255,0.0,0.0,0.0,0.0,187.30761931631778,0.0,0.0,0.0,351.090417706459,1133.3144089298366,4834.9310208390025,0.0,0.0,4834.9310208390025,0.0,55.598952277579194,0.0,148.44711738347175,0.0,1133.3144089298366,4834.9310208390025
RetailStandalone,BA-HotHumid,DOE Ref 1980-2004,correct_refrigerant_undercharge.anti_measure,completed normal,,,,611.0103066099799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0063294844566,454.08022599970406,24692.33407216814,0.0,0.0,0.0,2.15154486311123,238.2338331907523,0.0,0.0,0.0,0.0,190.2079397044765,0.0,0.0,0.0,933.5145599677893,2339.9709066295177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.2338331907523,0.0,2339.9709066295177,0.0
RetailStandalone,BA-HotHumid,DOE Ref Pre-1980,demand_control_ventilation_metal_oxide_sensors,completed normal,,,,559.7144440586231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0063294844566,472.78065778348576,24692.33407216814,0.0,0.0,0.0,2.4453681704083583,265.92904944630743,0.0,0.0,0.0,0.0,190.2079397044765,0.0,0.0,0.0,933.5145599677893,2307.66929916924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.92904944630743,0.0,2307.66929916924,0.0
RetailStandalone,BA-HotHumid,DOE Ref 1980-2004,eifs_wall_insulation,completed normal,,,,499.76501119880595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0063294844566,415.29554943648304,24692.33407216814,0.0,0.0,0.0,1.7060708165639713,196.65309612260705,0.0,0.0,0.0,0.0,190.2079397044765,0.0,0.0,0.0,933.5145599677893,2189.4954606085757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.65309612260705,0.0,2189.4954606085757,0.0
