CDIV	AL	AK	AZ	AR	CA	CO	CT	DE	DC	FL	GA	HI	ID	IL	IN	IA	KS	KY	LA	ME	MD	MA	MI	MN	MS	MO	MT	NE	NV	NH	NJ	NM	NY	NC	ND	OH	OK	OR	PA	RI	SC	SD	TN	TX	UT	VT	VA	WA	WV	WI	WY
1	0	0	0	0	0	0	0.268248992	0	0	0	0	0	0	0	0	0	0	0	0	0.044334975	0	0.548141514	0	0	0	0	0	0	0	0.046574116	0	0	0	0	0	0	0	0	0	0.058665472	0	0	0	0	0	0.034034931	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253531382	0	0.496577836	0	0	0	0	0	0.249890782	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302415928	0.109384485	0	0	0	0	0	0	0	0.229331067	0	0	0	0	0	0	0	0	0	0	0	0	0.231637732	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127230788	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169053637	0.117382758	0	0	0	0	0	0	0.328278573	0	0.198539736	0	0.105307498	0	0	0	0	0	0	0.043807919	0	0	0	0	0	0	0.037629879	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0.037942272	0.040037244	0.152700186	0.135242086	0	0	0	0	0	0	0	0	0	0.187849162	0	0	0	0	0	0	0	0	0	0	0	0	0.13896648	0	0	0	0	0	0	0.060521415	0	0	0	0	0	0.182960894	0	0.063780261	0	0
6	0.182180851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268617021	0	0	0	0	0	0	0.143617021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.405585106	0	0	0	0	0	0	0	0
7	0	0	0	0.155894591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098751734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134535368	0	0	0	0	0	0	0.610818308	0	0	0	0	0	0	0
8	0	0	0.127258747	0	0	0.23029604	0	0	0	0	0	0	0.076509035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105344098	0	0.130718954	0	0	0.103421761	0	0	0	0	0	0	0	0	0	0	0	0	0.169934641	0	0	0	0	0	0.056516724
9	0	0.038535119	0	0	0.700464608	0	0	0	0	0	0	0.006832468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084722602	0	0	0	0	0	0	0	0	0	0.169445204	0	0	0
