Technology,End use,CDIV,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,AK,HI
all,drying,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17326489,0,0,0.412895634,0,0,0,0.413839475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all,drying,3,0,0,0,0,0,0,0,0,0,0,0,0,0.205323616,0.159074183,0,0,0,0,0,0,0.182194039,0,0,0,0,0,0,0,0,0,0,0,0,0.309571179,0,0,0,0,0,0,0,0,0,0,0,0,0.143836984,0,0,0,0
all,drying,4,0,0,0,0,0,0,0,0,0,0,0.146398972,0,0,0,0.153003398,0,0,0,0,0,0,0.221525239,0.297427368,0,0,0,0.03901397,0.097324293,0,0,0,0,0,0,0,0,0,0,0,0.045306759,0,0,0,0,0,0,0,0,0,0,0
all,drying,5,0,0,0,0,0,0,0.007492886,0.015166783,0.320935274,0.155665883,0,0,0,0,0,0,0,0,0.088750239,0,0,0,0,0,0,0.167431098,0,0,0,0,0,0,0,0,0,0,0,0,0.081826537,0,0,0,0,0.131690134,0,0,0,0.031041165,0,0,0
all,drying,6,0.258344273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233197249,0,0,0,0,0,0,0,0.146319707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36213877,0,0,0,0,0,0,0,0,0,0
all,drying,7,0,0.087612583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121270187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112568122,0,0,0,0,0,0,0.678549108,0,0,0,0,0,0,0,0,0
all,drying,8,0,0,0.29482219,0,0.257240428,0,0,0,0,0,0,0.079546254,0,0,0,0,0,0,0,0,0,0,0,0,0.051818291,0,0,0,0,0,0.086849632,0.093100676,0,0,0,0,0,0,0,0,0,0,0.107757027,0,0,0,0,0,0.028865503,0,0
all,drying,9,0,0,0,0.636689422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126843587,0,0,0,0,0,0,0,0,0,0.236466991,0,0,0,0,0
all,clothes washing,1,0,0,0,0,0,0.239111576,0,0,0,0,0,0,0,0,0,0,0,0.440468665,0,0.103655699,0,0,0,0,0,0,0,0,0.097661811,0,0,0,0,0,0,0,0,0.071772088,0,0,0,0,0,0,0.047330161,0,0,0,0,0,0
all,clothes washing,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225046604,0,0,0.411416087,0,0,0,0.363537309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all,clothes washing,3,0,0,0,0,0,0,0,0,0,0,0,0,0.250478634,0.143337178,0,0,0,0,0,0,0.21868067,0,0,0,0,0,0,0,0,0,0,0,0,0.259115054,0,0,0,0,0,0,0,0,0,0,0,0,0.128388464,0,0,0,0
all,clothes washing,4,0,0,0,0,0,0,0,0,0,0,0.153617923,0,0,0,0.140755228,0,0,0,0,0,0,0.256711244,0.286920241,0,0,0,0.03446658,0.08687418,0,0,0,0,0,0,0,0,0,0,0,0.040654604,0,0,0,0,0,0,0,0,0,0,0
all,clothes washing,5,0,0,0,0,0,0,0.007686176,0.015451351,0.314339055,0.157647448,0,0,0,0,0,0,0,0,0.091846491,0,0,0,0,0,0,0.167407344,0,0,0,0,0,0,0,0,0,0,0,0,0.080323339,0,0,0,0,0.133679096,0,0,0,0.0316197,0,0,0
all,clothes washing,6,0.256001067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23828435,0,0,0,0,0,0,0,0.149886106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355828476,0,0,0,0,0,0,0,0,0,0
all,clothes washing,7,0,0.084116674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122359121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111210768,0,0,0,0,0,0,0.682313438,0,0,0,0,0,0,0,0,0
all,clothes washing,8,0,0,0.293741039,0,0.2385037,0,0,0,0,0,0,0.072275056,0,0,0,0,0,0,0,0,0,0,0,0,0.048072382,0,0,0,0,0,0.088613091,0.121326565,0,0,0,0,0,0,0,0,0,0,0.111411235,0,0,0,0,0,0.026056932,0,0
all,clothes washing,9,0,0,0,0.735958018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094266093,0,0,0,0,0,0,0,0,0,0.169775889,0,0,0,0,0
all,dishwasher,1,0,0,0,0,0,0.243002206,0,0,0,0,0,0,0,0,0,0,0,0.455957977,0,0.093957291,0,0,0,0,0,0,0,0,0.094020672,0,0,0,0,0,0,0,0,0.068532958,0,0,0,0,0,0,0.044528896,0,0,0,0,0,0
all,dishwasher,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235320459,0,0,0.429189165,0,0,0,0.335490375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all,dishwasher,3,0,0,0,0,0,0,0,0,0,0,0,0,0.26209072,0.140572133,0,0,0,0,0,0,0.212673014,0,0,0,0,0,0,0,0,0,0,0,0,0.25387934,0,0,0,0,0,0,0,0,0,0,0,0,0.130784793,0,0,0,0
all,dishwasher,4,0,0,0,0,0,0,0,0,0,0,0.144897409,0,0,0,0.134915413,0,0,0,0,0,0,0.269729083,0.285626272,0,0,0,0.03647955,0.088450725,0,0,0,0,0,0,0,0,0,0,0,0.039901546,0,0,0,0,0,0,0,0,0,0,0
all,dishwasher,5,0,0,0,0,0,0,0.009629596,0.015361549,0.315562696,0.158982061,0,0,0,0,0,0,0,0,0.097190435,0,0,0,0,0,0,0.162671427,0,0,0,0,0,0,0,0,0,0,0,0,0.0772904,0,0,0,0,0.136498633,0,0,0,0.026813203,0,0,0
all,dishwasher,6,0.255220482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238590136,0,0,0,0,0,0,0,0.146217981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359971401,0,0,0,0,0,0,0,0,0,0
all,dishwasher,7,0,0.078337605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118373896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102279832,0,0,0,0,0,0,0.701008667,0,0,0,0,0,0,0,0,0
all,dishwasher,8,0,0,0.290541003,0,0.246165677,0,0,0,0,0,0,0.071099653,0,0,0,0,0,0,0,0,0,0,0,0,0.045744909,0,0,0,0,0,0.077317698,0.127664194,0,0,0,0,0,0,0,0,0,0,0.115685299,0,0,0,0,0,0.025781568,0,0
all,dishwasher,9,0,0,0,0.736426806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093391473,0,0,0,0,0,0,0,0,0,0.170181721,0,0,0,0,0
all,lighting,1,0,0,0,0,0,0.241365054,0,0,0,0,0,0,0,0,0,0,0,0.450342459,0,0.098883399,0,0,0,0,0,0,0,0,0.094460719,0,0,0,0,0,0,0,0,0.070835967,0,0,0,0,0,0,0.044112401,0,0,0,0,0,0
all,lighting,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216094553,0,0,0.446993051,0,0,0,0.336912396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all,lighting,3,0,0,0,0,0,0,0,0,0,0,0,0,0.263689287,0.140211999,0,0,0,0,0,0,0.213969008,0,0,0,0,0,0,0,0,0,0,0,0,0.253031407,0,0,0,0,0,0,0,0,0,0,0,0,0.129098299,0,0,0,0
all,lighting,4,0,0,0,0,0,0,0,0,0,0,0.149841586,0,0,0,0.134631252,0,0,0,0,0,0,0.265008531,0.283577661,0,0,0,0.0361651,0.089883179,0,0,0,0,0,0,0,0,0,0,0,0.040892691,0,0,0,0,0,0,0,0,0,0,0
all,lighting,5,0,0,0,0,0,0,0.010432373,0.015242865,0.317841717,0.155750536,0,0,0,0,0,0,0,0,0.094190745,0,0,0,0,0,0,0.163397573,0,0,0,0,0,0,0,0,0,0,0,0,0.078593001,0,0,0,0,0.134727094,0,0,0,0.029824096,0,0,0
