End use,CDIV,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
lighting,4,0,0,0,0,0,0,0,0,0,0,0,0,0.13438423245997755,0,0,0,0.1583049272810722,0,0,0,0,0,0,0.24828244745019684,0.2981110912962414,0,0,0,0.033607540178132576,0.09412819878285593,0,0,0,0,0,0,0,0,0,0,0,0.03318156255152348,0,0,0,0,0,0,0,0,0
lighting,5,0,0,0,0,0,0,0,0.012034066787048167,0.012463583554377235,0.34378997195224603,0.15818794021200921,0,0,0,0,0,0,0,0,0,0.0761866440600048,0,0,0,0,0,0,0.16308824669726107,0,0,0,0,0,0,0,0,0,0,0,0,0.10113240474412226,0,0,0,0,0.10141484648925427,0,0,0,0.03170229550367692,0
lighting,6,0,0.26497060769296044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2099953382168288,0,0,0,0,0,0,0,0.13028493694774157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39474911714246913,0,0,0,0,0,0,0,0
lighting,7,0,0,0.08344803211134062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12427793595903251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12382597830799974,0,0,0,0,0,0,0.6684480536216271,0,0,0,0,0,0,0
lighting,8,0,0,0,0.24984486566000882,0,0.24503779172865212,0,0,0,0,0,0,0,0.10204624245015977,0,0,0,0,0,0,0,0,0,0,0,0,0.04061461069651011,0,0,0,0,0,0.09900763602681169,0.11662973919144928,0,0,0,0,0,0,0,0,0,0,0.12663620731049852,0,0,0,0,0,0.020182906935909732
lighting,9,0.010721592450151744,0,0,0,0.7309458848016511,0,0,0,0,0,0,0.017234425813494183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10214694652380185,0,0,0,0,0,0,0,0,0,0.13895115041090117,0,0,0
refrigeration,1,0,0,0,0,0,0,0.24252398559346297,0,0,0,0,0,0,0,0,0,0,0,0,0.3692939679438796,0,0.14446589992929768,0,0,0,0,0,0,0,0,0.1063516045863094,0,0,0,0,0,0,0,0,0.08361044869143949,0,0,0,0,0,0,0.053754093255610765,0,0,0,0
refrigeration,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22291983952348554,0,0,0.43283413381689423,0,0,0,0.3442460266596201,0,0,0,0,0,0,0,0,0,0,0,0
refrigeration,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22709208016162327,0.13016521613438015,0,0,0,0,0,0,0.2233680687515065,0,0,0,0,0,0,0,0,0,0,0,0,0.2658204920525939,0,0,0,0,0,0,0,0,0,0,0,0,0.1535541428998962,0,0
refrigeration,4,0,0,0,0,0,0,0,0,0,0,0,0,0.14226103022688788,0,0,0,0.15990872180515348,0,0,0,0,0,0,0.2433442485115214,0.2564971082493421,0,0,0,0.041911087691289595,0.10704922549813888,0,0,0,0,0,0,0,0,0,0,0,0.04902857801766674,0,0,0,0,0,0,0,0,0
