IECC	AIA_CZ1	AIA_CZ2	AIA_CZ3	AIA_CZ4	AIA_CZ5
IECC_CZ1	0.0	0.0	0.0	0.0	0.07904040184
IECC_CZ2	0.0	0.0	0.0	0.0	0.6154133008
IECC_CZ3	0.0	0.0	0.004464830022	0.8378358771	0.3048319382
IECC_CZ4	0.0	0.02542502327	0.9589636445	0.1621641229	0.0
IECC_CZ5	0.08442659624	0.9696115961	0.03657152544	0.0	0.0007143591301
IECC_CZ6	0.8044930032	0.004963380659	0.0	0.0	0.0
IECC_CZ7	0.1045860198	0.0	0.0	0.0	0.0
IECC_CZ8	0.006494380707	0.0	0.0	0.0	0.0
