CDIV	AL	AK	AZ	AR	CA	CO	CT	DE	DC	FL	GA	HI	ID	IL	IN	IA	KS	KY	LA	ME	MD	MA	MI	MN	MS	MO	MT	NE	NV	NH	NJ	NM	NY	NC	ND	OH	OK	OR	PA	RI	SC	SD	TN	TX	UT	VT	VA	WA	WV	WI	WY
1	0	0	0	0	0	0	0.235135135	0	0	0	0	0	0	0	0	0	0	0	0	0.235135135	0	0.248648649	0	0	0	0	0	0	0	0.135135135	0	0	0	0	0	0	0	0	0	0.059459459	0	0	0	0	0	0.086486486	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110225764	0	0.620185923	0	0	0	0	0	0.269588313	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179012346	0.135802469	0	0	0	0	0	0	0	0.191358025	0	0	0	0	0	0	0	0	0	0	0	0	0.37962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114197531	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263392857	0.098214286	0	0	0	0	0	0	0.21875	0	0.205357143	0	0.102678571	0	0	0	0	0	0	0.080357143	0	0	0	0	0	0	0.03125	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0.023172906	0.008912656	0.265597148	0.144385027	0	0	0	0	0	0	0	0	0	0.131907308	0	0	0	0	0	0	0	0	0	0	0	0	0.131907308	0	0	0	0	0	0	0.062388592	0	0	0	0	0	0.187165775	0	0.04456328	0	0
6	0.264864865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232432432	0	0	0	0	0	0	0.210810811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291891892	0	0	0	0	0	0	0	0
7	0	0	0	0.158139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148837209	0	0	0	0	0	0	0.534883721	0	0	0	0	0	0	0
8	0	0	0.241935484	0	0	0.220430108	0	0	0	0	0	0	0.123655914	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032258065	0	0.161290323	0	0	0.037634409	0	0	0	0	0	0	0	0	0	0	0	0	0.129032258	0	0	0	0	0	0.053763441
9	0	0.182716049	0	0	0.513580247	0	0	0	0	0	0	0.034567901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074074074	0	0	0	0	0	0	0	0	0	0.195061728	0	0	0
