CDIV	TRE	FRCC	MISW	MISC	MISE	MISS	ISNE	NYCW	NYUP	PJME	PJMW	PJMC	PJMD	SRCA	SRSE	SRCE	SPPS	SPPC	SPPN	SRSG	CANO	CASO	NWPP	RMRG	BASN
1	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0	0.0	0.0	0	0.373510031	0.2375453086	0.3372287152	0.05171594516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	0.0	0.0	0.12623593	0.1341790374	0.1827440892	0.0	0	0.0	0.0	0.0	0.4234037208	0.1334372225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	0.0	0.0	0.4370905857	0.1004226642	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1591518038	0.3001435684	0.0	0.0	0.0	0.0	0.003191377802	0.0
5	0.0	0.2074503174	0.0	0.0	0.0	0.0	0	0.0	0.0	0.1401941424	0.1150931028	0.0	0.1718617471	0.1976247538	0.1649558484	0.002820088238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	0.0	0.0	0.0	0.0	0.0	0.09929415946	0	0.0	0.0	0.0	0.01929506607	0.0	0.0	0.0	0.3023799198	0.5790308547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	0.5359457988	0.0	0.0	0.0	0.0	0.2116625784	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2346346005	0.0	0.0	0.01775702236	0.0	0.0	0.0	0.0	0.0
8	0.0	0.0	0.0001638801977	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008139932095	0.0	0.0008502895289	0.3245917408	0.0	0.0	0.04695540604	0.2611961847	0.3581025666
9	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002453223458	0.2146597448	0.3152771998	0.2384431652	0.0	0.0
