End use,CDIV,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
water heating,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28843423153277964,0.12729716456374668,0,0,0,0,0,0,0.1742919611665024,0,0,0,0,0,0,0,0,0,0,0,0,0.2701031952167936,0,0,0,0,0,0,0,0,0,0,0,0,0.1398734475201776,0,0
water heating,4,0,0,0,0,0,0,0,0,0,0,0,0,0.13495588269241757,0,0,0,0.11661427723921194,0,0,0,0,0,0,0.2886699864194052,0.2922231821709486,0,0,0,0.03958400501699426,0.09579529462493915,0,0,0,0,0,0,0,0,0,0,0,0.032157371836083255,0,0,0,0,0,0,0,0,0
water heating,5,0,0,0,0,0,0,0,0.012635525095980621,0.013018175652342787,0.3991019103894905,0.13316051056360484,0,0,0,0,0,0,0,0,0,0.07267990591641733,0,0,0,0,0,0,0.13715888298636378,0,0,0,0,0,0,0,0,0,0,0,0,0.08254881641024858,0,0,0,0,0.1181515856539055,0,0,0,0.03154468733164599,0
water heating,6,0,0.24805413256296918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21653538505639747,0,0,0,0,0,0,0,0.15079856230584948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3846119200747839,0,0,0,0,0,0,0,0
water heating,7,0,0,0.05974423220533452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13312915901091793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07795785161542007,0,0,0,0,0,0,0.7291687571683275,0,0,0,0,0,0,0
water heating,8,0,0,0,0.2708588778305596,0,0.24149415237980243,0,0,0,0,0,0,0,0.06179756106692422,0,0,0,0,0,0,0,0,0,0,0,0,0.03643261226061112,0,0,0,0,0,0.07363379487558315,0.1919787921816347,0,0,0,0,0,0,0,0,0,0,0.10014514347106176,0,0,0,0,0,0.02365906593382305
water heating,9,0.013586985060391613,0,0,0,0.6529860360942257,0,0,0,0,0,0,0.049830699330258285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11318856540372464,0,0,0,0,0,0,0,0,0,0.17040771411139985,0,0,0
fans and pumps,1,0,0,0,0,0,0,0.24920394021323722,0,0,0,0,0,0,0,0,0,0,0,0,0.4797689824260698,0,0.08820303793154008,0,0,0,0,0,0,0,0,0.08228242118004087,0,0,0,0,0,0,0,0,0.07595588691547325,0,0,0,0,0,0,0.024585731333638818,0,0,0,0
fans and pumps,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22673577518402163,0,0,0.45713426537463064,0,0,0,0.31612995944134786,0,0,0,0,0,0,0,0,0,0,0,0
fans and pumps,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2817483893224398,0.13691418161435323,0,0,0,0,0,0,0.1915776752098123,0,0,0,0,0,0,0,0,0,0,0,0,0.27145169115547013,0,0,0,0,0,0,0,0,0,0,0,0,0.1183080626979246,0,0
fans and pumps,4,0,0,0,0,0,0,0,0,0,0,0,0,0.12123426542304228,0,0,0,0.1558527096167596,0,0,0,0,0,0,0.24857557797348256,0.3311029208858806,0,0,0,0.029171489663152066,0.08484244268383517,0,0,0,0,0,0,0,0,0,0,0,0.029220593753847588,0,0,0,0,0,0,0,0,0
fans and pumps,5,0,0,0,0,0,0,0,0.01804196530726237,0.014668849715796357,0.3396940885777243,0.16102725710322793,0,0,0,0,0,0,0,0,0,0.08228824880122522,0,0,0,0,0,0,0.15143549099350465,0,0,0,0,0,0,0,0,0,0,0,0,0.08367940227421325,0,0,0,0,0.11971372165711461,0,0,0,0.029450975569931297,0
fans and pumps,6,0,0.2543484076593165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21129700508413982,0,0,0,0,0,0,0,0.14914825008225713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3852063371742865,0,0,0,0,0,0,0,0
fans and pumps,7,0,0,0.06061767817700587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10979533756455172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10192945365788246,0,0,0,0,0,0,0.7276575306005599,0,0,0,0,0,0,0
fans and pumps,8,0,0,0,0.29637668717611443,0,0.2399048574120714,0,0,0,0,0,0,0,0.05618648975974985,0,0,0,0,0,0,0,0,0,0,0,0,0.02626801986233009,0,0,0,0,0,0.07776228374437466,0.16395970610907296,0,0,0,0,0,0,0,0,0,0,0.12037356584092414,0,0,0,0,0,0.019168390095362527
fans and pumps,9,0.006012866929008197,0,0,0,0.8177247082496711,0,0,0,0,0,0,0.026735562596973794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06094365755519554,0,0,0,0,0,0,0,0,0,0.08858320466915133,0,0,0
lighting,1,0,0,0,0,0,0,0.2585443001903999,0,0,0,0,0,0,0,0,0,0,0,0,0.4662279212589906,0,0.09027200797775951,0,0,0,0,0,0,0,0,0.08651040299070724,0,0,0,0,0,0,0,0,0.07363810423554558,0,0,0,0,0,0,0.024807263346597136,0,0,0,0
lighting,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23540317169278707,0,0,0.42920259621101703,0,0,0,0.33539423209619595,0,0,0,0,0,0,0,0,0,0,0,0
lighting,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2657682494714591,0.1382380688158002,0,0,0,0,0,0,0.1966711895338976,0,0,0,0,0,0,0,0,0,0,0,0,0.27902178307013437,0,0,0,0,0,0,0,0,0,0,0,0,0.12030070910870877,0,0
lighting,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1197767240283075,0,0,0,0.1534972853301734,0,0,0,0,0,0,0.25588260279463854,0.3429631325927716,0,0,0,0.02898637913023482,0.07262780985162186,0,0,0,0,0,0,0,0,0,0,0,0.026266066272252316,0,0,0,0,0,0,0,0,0
