End use,CDIV,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,AK,HI
clothes washing,4,0,0,0,0,0,0,0,0,0,0,0.152785594,0,0,0,0.138347722,0,0,0,0,0,0,0.25478849,0.29004351,0,0,0,0.034236244,0.089562087,0,0,0,0,0,0,0,0,0,0,0,0.040236353,0,0,0,0,0,0,0,0,0,0,0
clothes washing,5,0,0,0,0,0,0,0.008213563,0.015159775,0.307054643,0.162412839,0,0,0,0,0,0,0,0,0.092229607,0,0,0,0,0,0,0.168223423,0,0,0,0,0,0,0,0,0,0,0,0,0.081696233,0,0,0,0,0.132904537,0,0,0,0.032105379,0,0,0
clothes washing,6,0.25803559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237597097,0,0,0,0,0,0,0,0.152784058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351583255,0,0,0,0,0,0,0,0,0,0
clothes washing,7,0,0.083718818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125111206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108845424,0,0,0,0,0,0,0.682324552,0,0,0,0,0,0,0,0,0
clothes washing,8,0,0,0.295427383,0,0.24172828,0,0,0,0,0,0,0.070128645,0,0,0,0,0,0,0,0,0,0,0,0,0.047729452,0,0,0,0,0,0.088771083,0.119488737,0,0,0,0,0,0,0,0,0,0,0.110365326,0,0,0,0,0,0.026361094,0,0
clothes washing,9,0,0,0,0.710704463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091886633,0,0,0,0,0,0,0,0,0,0.165735613,0,0,0,0.013027502,0.018645789
dishwasher,1,0,0,0,0,0,0.249467906,0,0,0,0,0,0,0,0,0,0,0,0.444544726,0,0.092694009,0,0,0,0,0,0,0,0,0.094680629,0,0,0,0,0,0,0,0,0.073484887,0,0,0,0,0,0,0.045127843,0,0,0,0,0,0
dishwasher,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22289464,0,0,0.42985504,0,0,0,0.34725032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dishwasher,3,0,0,0,0,0,0,0,0,0,0,0,0,0.254460584,0.142180426,0,0,0,0,0,0,0.215374702,0,0,0,0,0,0,0,0,0,0,0,0,0.256366231,0,0,0,0,0,0,0,0,0,0,0,0,0.131618057,0,0,0,0
dishwasher,4,0,0,0,0,0,0,0,0,0,0,0.137038238,0,0,0,0.144809715,0,0,0,0,0,0,0.237995948,0.309226496,0,0,0,0.031321024,0.10344244,0,0,0,0,0,0,0,0,0,0,0,0.036166139,0,0,0,0,0,0,0,0,0,0,0
dishwasher,5,0,0,0,0,0,0,0.010052867,0.015407366,0.305938451,0.156370821,0,0,0,0,0,0,0,0,0.101807014,0,0,0,0,0,0,0.157284063,0,0,0,0,0,0,0,0,0,0,0,0,0.077770356,0,0,0,0,0.143198205,0,0,0,0.032170856,0,0,0
dishwasher,6,0.240620796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247504497,0,0,0,0,0,0,0,0.141782329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370092379,0,0,0,0,0,0,0,0,0,0
dishwasher,7,0,0.078069263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118292572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109988576,0,0,0,0,0,0,0.693649589,0,0,0,0,0,0,0,0,0
dishwasher,8,0,0,0.291476585,0,0.248045488,0,0,0,0,0,0,0.06712569,0,0,0,0,0,0,0,0,0,0,0,0,0.045867253,0,0,0,0,0,0.081028216,0.128689187,0,0,0,0,0,0,0,0,0,0,0.11053654,0,0,0,0,0,0.02723104,0,0
dishwasher,9,0,0,0,0.667012047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108353789,0,0,0,0,0,0,0,0,0,0.192960872,0,0,0,0.013027502,0.018645789
lighting,1,0,0,0,0,0,0.237751639,0,0,0,0,0,0,0,0,0,0,0,0.45493747,0,0.095207998,0,0,0,0,0,0,0,0,0.096466944,0,0,0,0,0,0,0,0,0.069265777,0,0,0,0,0,0,0.046370172,0,0,0,0,0,0
lighting,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211886805,0,0,0.448736619,0,0,0,0.339376576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lighting,3,0,0,0,0,0,0,0,0,0,0,0,0,0.265251381,0.141476111,0,0,0,0,0,0,0.214152953,0,0,0,0,0,0,0,0,0,0,0,0,0.249731218,0,0,0,0,0,0,0,0,0,0,0,0,0.129388337,0,0,0,0
lighting,4,0,0,0,0,0,0,0,0,0,0,0.148623741,0,0,0,0.134224214,0,0,0,0,0,0,0.264045856,0.288807304,0,0,0,0.036412757,0.088007756,0,0,0,0,0,0,0,0,0,0,0,0.039878372,0,0,0,0,0,0,0,0,0,0,0
lighting,5,0,0,0,0,0,0,0.010710021,0.01464661,0.315868554,0.156717656,0,0,0,0,0,0,0,0,0.09659973,0,0,0,0,0,0,0.162203767,0,0,0,0,0,0,0,0,0,0,0,0,0.078344842,0,0,0,0,0.136116161,0,0,0,0.028792659,0,0,0
lighting,6,0.255100927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236540967,0,0,0,0,0,0,0,0.151937863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356420243,0,0,0,0,0,0,0,0,0,0
lighting,7,0,0.080241433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119663457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103893572,0,0,0,0,0,0,0.696201538,0,0,0,0,0,0,0,0,0
lighting,8,0,0,0.310253849,0,0.231548872,0,0,0,0,0,0,0.064856199,0,0,0,0,0,0,0,0,0,0,0,0,0.041740395,0,0,0,0,0,0.086432397,0.131419152,0,0,0,0,0,0,0,0,0,0,0.109707599,0,0,0,0,0,0.024041536,0,0
lighting,9,0,0,0,0.727157301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086586973,0,0,0,0,0,0,0,0,0,0.154582434,0,0,0,0.013027502,0.018645789
refrigeration,1,0,0,0,0,0,0.231791678,0,0,0,0,0,0,0,0,0,0,0,0.426429248,0,0.117695746,0,0,0,0,0,0,0,0,0.099398099,0,0,0,0,0,0,0,0,0.072130494,0,0,0,0,0,0,0.052554734,0,0,0,0,0,0
refrigeration,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21018398,0,0,0.452288322,0,0,0,0.337527699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
refrigeration,3,0,0,0,0,0,0,0,0,0,0,0,0,0.249193623,0.139999762,0,0,0,0,0,0,0.225248285,0,0,0,0,0,0,0,0,0,0,0,0,0.251528762,0,0,0,0,0,0,0,0,0,0,0,0,0.134029568,0,0,0,0
refrigeration,4,0,0,0,0,0,0,0,0,0,0,0.152989726,0,0,0,0.132451238,0,0,0,0,0,0,0.261359284,0.288654394,0,0,0,0.037082837,0.086400198,0,0,0,0,0,0,0,0,0,0,0,0.041062323,0,0,0,0,0,0,0,0,0,0,0
refrigeration,5,0,0,0,0,0,0,0.009574769,0.015820303,0.322910423,0.153336368,0,0,0,0,0,0,0,0,0.088091619,0,0,0,0,0,0,0.165865391,0,0,0,0,0,0,0,0,0,0,0,0,0.080850893,0,0,0,0,0.129139912,0,0,0,0.034410321,0,0,0
refrigeration,6,0.261774242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237820281,0,0,0,0,0,0,0,0.154239036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346166441,0,0,0,0,0,0,0,0,0,0
refrigeration,7,0,0.087721536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130754233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112687018,0,0,0,0,0,0,0.668837213,0,0,0,0,0,0,0,0,0
refrigeration,8,0,0,0.288682213,0,0.237012568,0,0,0,0,0,0,0.074443509,0,0,0,0,0,0,0,0,0,0,0,0,0.053546961,0,0,0,0,0,0.090268213,0.116750332,0,0,0,0,0,0,0,0,0,0,0.110353975,0,0,0,0,0,0.028942229,0,0
refrigeration,9,0,0,0,0.704243715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095829135,0,0,0,0,0,0,0,0,0,0.168253859,0,0,0,0.013027502,0.018645789
ceiling fan,1,0,0,0,0,0,0.262281322,0,0,0,0,0,0,0,0,0,0,0,0.467597287,0,0.06524884,0,0,0,0,0,0,0,0,0.098730357,0,0,0,0,0,0,0,0,0.071591994,0,0,0,0,0,0,0.034550201,0,0,0,0,0,0
ceiling fan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214517022,0,0,0.452780389,0,0,0,0.332702589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceiling fan,3,0,0,0,0,0,0,0,0,0,0,0,0,0.273871572,0.144936202,0,0,0,0,0,0,0.210434516,0,0,0,0,0,0,0,0,0,0,0,0,0.26717998,0,0,0,0,0,0,0,0,0,0,0,0,0.103577731,0,0,0,0
ceiling fan,4,0,0,0,0,0,0,0,0,0,0,0.156599447,0,0,0,0.142541191,0,0,0,0,0,0,0.239718686,0.303353572,0,0,0,0.025885302,0.096274138,0,0,0,0,0,0,0,0,0,0,0,0.035627664,0,0,0,0,0,0,0,0,0,0,0
ceiling fan,5,0,0,0,0,0,0,0.008387825,0.010412127,0.474189461,0.134376769,0,0,0,0,0,0,0,0,0.065481006,0,0,0,0,0,0,0.124490069,0,0,0,0,0,0,0,0,0,0,0,0,0.067768022,0,0,0,0,0.093434548,0,0,0,0.021460174,0,0,0
