IECC	TRE	FRCC	MISW	MISC	MISE	MISS	ISNE	NYCW	NYUP	PJME	PJMW	PJMC	PJMD	SRCA	SRSE	SRCE	SPPS	SPPC	SPPN	SRSG	CANO	CASO	NWPP	RMRG	BASN
IECC_CZ1	0.0	0.2203929807	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IECC_CZ2	0.597113681	0.7796070193	0.0	0.0	0.0	0.5744617817	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.2067011099	0.0	0.03314751534	0.0	0.0	0.6409599243	0.0	0.0	0.0	0.0	0.0
IECC_CZ3	0.4027643874	0.0	0.0	0.0	0.0	0.4092727584	0.0	0	0.0	0.0	0.0	0	0.05267801241	0.6568510607	0.734698107	0.2155684827	0.8074893153	0.0	0.0	0.1609714419	0.9556567518	0.9986270836	0.0	0.0	0.298421812
IECC_CZ4	0.0001219315983	0.0	0.0	0.5112549251	0.0	0.01626545994	0.0	1	0.0	0.6632963562	0.248457971	0	0.9473219876	0.3337698952	0.05860078308	0.7844315173	0.1593631694	0.9375588395	0.0	0.1141823452	0.0363325556	0.0008051157857	0.7176179247	0.005636639098	0.0
IECC_CZ5	0.0	0.0	0.1497583448	0.4887450749	0.8984777574	0.0	0.8358752606	0	0.737162451	0.3250920087	0.751542029	1	0.0	0.009379044138	0.0	0.0	0.0	0.06244116048	0.5435784732	0.08388628871	0.007937867524	0.0	0.189025104	0.8946611771	0.5633926195
IECC_CZ6	0.0	0.0	0.7674569406	0.0	0.1015222426	0.0	0.1596787018	0	0.262837549	0.01161163507	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.3130079852	0.0	7.282505825e-05	0.0005678006616	0.09335697127	0.07530705901	0.1319467453
IECC_CZ7	0.0	0.0	0.08278471461	0.0	0.0	0.0	0.004446037557	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1434135416	0.0	0.0	0.0	0.0	0.02439512481	0.006238823249
IECC_CZ8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
