CDIV	AL	AK	AZ	AR	CA	CO	CT	DE	DC	FL	GA	HI	ID	IL	IN	IA	KS	KY	LA	ME	MD	MA	MI	MN	MS	MO	MT	NE	NV	NH	NJ	NM	NY	NC	ND	OH	OK	OR	PA	RI	SC	SD	TN	TX	UT	VT	VA	WA	WV	WI	WY
1	0	0	0	0	0	0	0.236061054	0	0	0	0	0	0	0	0	0	0	0	0	0.080545347	0	0.49195131	0	0	0	0	0	0	0	0.083118977	0	0	0	0	0	0	0	0	0	0.070762894	0	0	0	0	0	0.037560419	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248049743	0	0.490001143	0	0	0	0	0	0.261949114	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273448353	0.130499894	0	0	0	0	0	0	0	0.210089939	0	0	0	0	0	0	0	0	0	0	0	0	0.255304144	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130657669	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119926283	0.155064677	0	0	0	0	0	0	0.223144961	0	0.293571637	0	0.092132072	0	0	0	0	0	0	0.068538737	0	0	0	0	0	0	0.047621634	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0.013898072	0.024996626	0.303539353	0.149030454	0	0	0	0	0	0	0	0	0	0.09082095	0	0	0	0	0	0	0	0	0	0	0	0	0.154566513	0	0	0	0	0	0	0.069682112	0	0	0	0	0	0.169680021	0	0.023785899	0	0
6	0.2479252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21069893	0	0	0	0	0	0	0.152978443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388397427	0	0	0	0	0	0	0	0
7	0	0	0	0.060249389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122449761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101280457	0	0	0	0	0	0	0.716020394	0	0	0	0	0	0	0
8	0	0	0.299943039	0	0	0.215268286	0	0	0	0	0	0	0.065677313	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050536391	0	0.119111271	0	0	0.092065918	0	0	0	0	0	0	0	0	0	0	0	0	0.120939188	0	0	0	0	0	0.036458593
9	0	0.015928453	0	0	0.689806671	0	0	0	0	0	0	0.018457717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09913143	0	0	0	0	0	0	0	0	0	0.176675729	0	0	0
