CDIV	AL	AK	AZ	AR	CA	CO	CT	DE	DC	FL	GA	HI	ID	IL	IN	IA	KS	KY	LA	ME	MD	MA	MI	MN	MS	MO	MT	NE	NV	NH	NJ	NM	NY	NC	ND	OH	OK	OR	PA	RI	SC	SD	TN	TX	UT	VT	VA	WA	WV	WI	WY
1	0	0	0	0	0	0	0.255726975	0	0	0	0	0	0	0	0	0	0	0	0	0.150070126	0	0.358578775	0	0	0	0	0	0	0	0.119214586	0	0	0	0	0	0	0	0	0	0.067321178	0	0	0	0	0	0.049088359	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113449222	0	0.492680695	0	0	0	0	0	0.393870082	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027624309	0.066298343	0	0	0	0	0	0	0	0.154696133	0	0	0	0	0	0	0	0	0	0	0	0	0.475138122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276243094	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138461538	0	0	0	0	0	0	0	0.615384615	0	0.015384615	0	0.015384615	0	0	0	0	0	0	0.107692308	0	0	0	0	0	0	0.107692308	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0.070621469	0.019774011	0.002824859	0.002824859	0	0	0	0	0	0	0	0	0	0.40960452	0	0	0	0	0	0	0	0	0	0	0	0	0.124293785	0	0	0	0	0	0	0.011299435	0	0	0	0	0	0.31920904	0	0.039548023	0	0
6	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714286	0	0	0	0	0	0	0	0
7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0.133333333	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333	0	0	0	0	0	0.066666667
9	0	0.537815126	0	0	0.042016807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12605042	0	0	0	0	0	0	0	0	0	0.294117647	0	0	0
