CDIV	TRE	FRCC	MISW	MISC	MISE	MISS	ISNE	NYCW	NYUP	PJME	PJMW	PJMC	PJMD	SRCA	SRSE	SRCE	SPPS	SPPC	SPPN	SRSG	CANO	CASO	NWPP	RMRG	BASN
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	1	1	0.725238533	0.107932672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0.427668541	0.591374813	1	0	0	0	0	0	0.733819028	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0.572331459	0.408625187	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.986856851	0	0	0	0	0.026327423	0
5	0	1	0	0	0	0	0	0	0	0.274761467	0.1582483	0	1	1	0.704662975	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0.222636823	0	0	0	0	0	0	0	0	0.295337025	1	0	0	0	0	0	0	0	0	0
7	1	0	0	0	0	0.777363177	0	0	0	0	0	0	0	0	0	0	0.958741242	0	0	0.084388511	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041258758	0	0.013143149	0.915611489	0	0	0.100511472	0.973672577	1
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.899488528	0	0
