CDIV	TRE	FRCC	MISW	MISC	MISE	MISS	ISNE	NYCW	NYUP	PJME	PJMW	PJMC	PJMD	SRCA	SRSE	SRCE	SPPS	SPPC	SPPN	SRSG	CANO	CASO	NWPP	RMRG	BASN
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0.294275814	0.184607431	0.465564397	0.055552358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0.114674255	0.162165174	0.216913258	0	0	0	0	0	0.281708718	0.224538595	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0.424084142	0.14004377	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245081567	0.187833067	0	0	0	0	0.002957454	0
5	0	0.033394307	0	0	0	0	0	0	0	0.159841014	0.133218158	0	0.194318717	0.202056674	0.273542651	0.003628479	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0.064573142	0	0	0	0	0.02696624	0	0	0	0.196549416	0.711911202	0	0	0	0	0	0	0	0	0
7	0.53468397	0	0	0	0	0.180608647	0	0	0	0	0	0	0	0	0	0	0.266684285	0	0	0.018023098	0	0	0	0	0
8	0	0	0.000377638	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011759631	0	0.002001372	0.16790012	0	0	0.072120108	0.375717558	0.370123574
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003387926	0.294859713	0.438386869	0.231841555	0	0
