CDIV	TRE	FRCC	MISW	MISC	MISE	MISS	ISNE	NYCW	NYUP	PJME	PJMW	PJMC	PJMD	SRCA	SRSE	SRCE	SPPS	SPPC	SPPN	SRSG	CANO	CASO	NWPP	RMRG	BASN
1	0	0	0	0	0	0	0.999478094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	1.77302E-05	0.000521906	1	1	0.683542614	0.129997979	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0.370283016	0.625819578	1	0	0	0	0	0	0.554449798	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0.629717	0.352098929	0	1.00095E-05	0	0	0	0	0	0	0	0	0	0	0	0.999988317	0.957717233	0	0	0	0	0.058865009	0
5	0	1	0	0	0	0	0	0	0	0.316457386	0.21228825	0	1	0.999885791	0.695316719	0.042348465	0	0	0	0	0	0	0	0	0
6	0	0	0	0.022081507	0	0.17439318	0	0	0	0	0.103263964	0	0	0.000114209	0.304683281	0.957651535	0	0	0	0	0	0	0	0	0
7	1	0	0	0	0	0.825579081	0	0	0	0	0	0	0	0	0	0	0.965499353	0	0	0.050682287	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034500647	1.16834E-05	0.042282767	0.905459668	0.000106807	6.15796E-05	0.118587059	0.941134991	0.991025311
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043858022	0.999893193	0.999938441	0.881412941	0	0.008974689
